gene,fc_1
CEP72,0.600157923
CTD-2589H19.6,0.708171202
TRIP13,0.224524871
NKD2,0.451639928
SLC6A19,11.4317848
NDUFS6,0.820068983
CTD-2194D22.3,0.184595343
C5orf38,0.120277394
ICE1,0.912158209
LINC01018,15543122.47
SRD5A1,0.191725475
PAPD7,0.886082129
ADCY2,82412705.49
MTRR,2.070687082
MIR4458HG,1.496208123
CCT5,0.630215277
Mar-06,1.152089522
LINC01194,1.35E-08
TRIO,1.391932357
FAM105A,0.411327277
OTULIN,0.515583999
BASP1,12.86352177
GUSBP1,0.129575424
HSPD1P1,0.419911376
CTD-2015B23.2,0.496460854
LINC01021,1.41E-08
C5orf22,0.656993083
CTD-2206G10.2,1.05E-07
CTD-2186M15.3,0.134911343
SUB1,0.554377562
NPR3,234.7910559
RP11-36C20.1,0.894169087
TARS,0.534586083
RAI14,0.18171659
TTC23L,0.437767015
BRIX1,0.662596034
DNAJC21,1.486150019
SKP2,0.550661349
NIPBL,1.882561326
WDR70,0.639187716
LIFR-AS1,0.766482513
OSMR,6.947807543
PTGER4,0.457932646
C5orf51,1.026370668
FBXO4,0.259454081
GHR,0.965494125
CTD-2035E11.3,0.496033072
AC025171.1,79.51992954
ZNF131,1.081063622
NNT,9.667699789
MRPS30,0.720868071
RP11-53O19.3,0.928062617
PARP8,0.297108851
ITGA1,2.094527912
PELO,0.425148316
ITGA2,0.633275863
CTD-2366F13.1,0.043958285
FST,597813.3642
NDUFS4,0.382862168
SNX18,0.311503414
GPX8,0.07715037
SKIV2L2,0.872999785
CTD-2031P19.4,0.669325567
FLJ31104,0.366661147
MAP3K1,0.761302827
SETD9,0.426943695
GPBP1,0.88801025
PART1,25.73967197
NDUFAF2,0.323482215
ZSWIM6,1.417524933
KIF2A,0.623358638
IPO11,0.740506406
CWC27,0.483590332
PPWD1,0.644266257
TRAPPC13,0.580115318
NLN,0.2126568
ERBB2IP,0.563833351
SREK1,0.753655116
MAST4,0.47099363
PIK3R1,0.843267607
SLC30A5,1.687396607
CCNB1,0.440592006
CENPH,0.234577774
MRPS36,1.115768794
CDK7,0.729923171
RAD17,0.901936737
MARVELD2,0.743281512
OCLN,0.87487061
GTF2H2C,0.129082888
RP11-98J23.2,0.009515253
SMN2,0.629178108
GTF2H2B,0.016000233
RP11-497H16.9,5.15E-09
SMN1,0.314695421
BDP1,0.165132527
MCCC2,3.145947662
CARTPT,2.202484199
MAP1B,0.078867475
PTCD2,0.144703364
TNPO1,0.575395488
FCHO2,0.586393649
BTF3,0.348140298
RP11-79P5.10,0.992967558
UTP15,0.386920288
HEXB,0.352560398
NSA2,0.381079173
CTD-2377O17.1,0.017114715
HMGCR,0.675467069
POLK,0.48480365
IQGAP2,4.835141746
F2R,0.162286686
F2RL1,0.551190471
S100Z,201975178.3
AGGF1,1.064176806
ZBED3-AS1,4.949804541
PDE8B,184.9321239
RPL7P23,1.116509829
ACTBP2,0.324427308
SCAMP1,0.318395985
JMY,0.226146374
PAPD4,0.868078855
RP11-168A11.4,1.64E-08
ZFYVE16,0.287841935
FAM151B,0.759041391
MSH3,0.657308865
ZCCHC9,0.967112908
ATG10,0.435526897
ATP6AP1L,0.565694919
XRCC4,0.35643921
COX7C,0.277174231
RASA1,0.405517215
TMEM161B-AS1,0.414301487
CTD-2373J6.2,0.29163931
POLR3G,0.104400591
ADGRV1,0.285694166
ARRDC3-AS1,0.840581731
ANKRD32,0.11262131
ARSK,1.293194008
RHOBTB3,15.27360017
HSPD1P11,11.72561148
CAST,2.679868502
ERAP2,7.354263152
LNPEP,1.276862257
RP11-274E7.2,1.04417129
RGMB,1.481496314
CTD-2007H13.3,0.708445848
FAM174A,0.165137637
PAM,1.005130195
PPIP5K2,0.939438703
C5orf30,1.000716581
RP11-138J23.1,2.13E-09
RP11-120B7.1,1.874228854
FER,0.592460952
MAN2A1,0.253344968
SLC25A46,1.12783133
WDR36,0.447384347
EPB41L4A-AS1,0.638286143
APC,0.551063892
SRP19,0.644259541
ZRSR1,0.672876771
CTC-487M23.5,1.096183799
DCP2,0.447548086
YTHDC2,0.857576657
KCNN2,0.251501771
AP3S1,1.344157442
COMMD10,0.359361809
LINC00992,3.918167952
PTMAP2,1.123726357
DMXL1,1.171835986
TNFAIP8,0.104633949
HSD17B4,0.821084376
PRR16,0.033968708
SRFBP1,0.532370494
SNX2,0.723368047
SNX24,0.382388125
CSNK1G3,0.448119431
GRAMD3,2.518306959
RP11-517I3.2,30.9789216
PHAX,0.560903033
LMNB1,0.420321558
PRRC1,1.002467599
SLC12A2,0.475098665
ISOC1,0.820567066
LYRM7,0.455619638
CDC42SE2,1.132214782
PDLIM4,1010.336849
SLC22A4,20.1242699
SLC22A5,2.590195943
RAD50,1.023233822
UQCRQ,0.486282207
LEAP2,3.402978503
HSPA4,0.666365563
CTB-113I20.2,0.077724168
CTD-2410N18.3,0.146795919
UBE2B,1.275311178
JADE2,0.911150585
SEC24A,1.982086025
CAMLG,0.693602869
DDX46,0.807876485
C5orf24,0.68353444
TXNDC15,1.023418351
PCBD2,0.382222858
AC006077.3,0.255850052
C5orf66,0.036515611
CTC-203F4.2,0.107566519
SMAD5,1.016086499
TRPC7-AS1,66.67164628
KIF20A,1.197335564
FAM53C,1.936085951
KDM3B,2.336551657
REEP2,0.900113465
EGR1,19.73974832
CTNNA1,1.387861452
MATR3,0.643787172
PAIP2,0.874684956
UBE2D2,0.798351562
CXXC5,0.799733489
PURA,0.523849128
IGIP,0.442411005
CTB-131B5.5,0.683781067
CYSTM1,0.344035047
ANKHD1,0.662323293
EIF4EBP3,0.184650104
SLC35A4,0.889773146
TMCO6,0.202305048
IK,0.499640384
WDR55,1.061543716
HARS2,0.525737238
ZMAT2,0.455450551
PCDHA12,69.35526788
PCDHB2,0.622670217
PCDHB3,10.76720739
PCDHB5,0.261297544
PCDHB8,3.541526368
PCDHB16,2.75371409
PCDHB10,2.63663037
PCDHB11,2.192945518
PCDHB13,0.279755796
PCDHB14,1.699151292
PCDHB15,0.267101309
PCDHGB1,0.290133679
PCDHGB2,3.837888522
PCDHGA5,2.235484039
PCDHGB4,2.958413425
PCDHGB5,0.003161811
PCDHGA10,0.092197679
PCDHGC3,0.570758104
RELL2,11.87733057
KIAA0141,1.12677801
RNF14,1.458829195
NDFIP1,1.400051953
AC005592.2,7515356.435
ARHGAP26,4.078572416
RBM27,1.004000206
TCERG1,0.816276939
SPINK5,492.1872135
FBXO38,0.32716119
ADRB2,0.51291536
RP11-44B19.1,1.99E-07
ABLIM3,15.52197683
GRPEL2,0.952962213
PCYOX1L,0.296784446
ARHGEF37,4.19046727
PPARGC1B,2.514526369
SLC26A2,7.207557617
HMGXB3,1.201934202
RPL7P1,0.773513143
TCOF1,0.715914603
NDST1,1.043834644
SMIM3,5.744818184
GPX3,3025613778
GM2A,0.439860683
SLC36A1,6.327586991
CTC-251D13.1,6.56505815
G3BP1,1.021128158
MFAP3,1.028851432
GALNT10,0.253701525
SAP30L,0.848995347
LARP1,1.048990403
CNOT8,1.036672416
MRPL22,0.599237446
CYFIP2,0.596570099
THG1L,1.203668233
LSM11,0.368296833
UBLCP1,0.806512023
AC008697.1,99.90322386
TTC1,0.369649016
FABP6,0.010175627
RP11-34P1.2,9394195.294
PTTG1,0.197969996
CCNG1,0.346516206
HMMR,0.125539522
MAT2B,0.636065896
CTB-63M22.1,1.106405247
WWC1,2.816918464
RARS,0.306958833
FBLL1,4.586939391
CTC-575D19.1,1.444741416
SPDL1,0.263485223
DOCK2,433.3517837
RANBP17,0.628724268
NPM1,0.296310873
NEURL1B,1.375983157
ERGIC1,0.815484333
RPL26L1,0.166938389
CTC-308K20.3,0.222248547
ATP6V0E1,0.443889029
CREBRF,0.467975054
BNIP1,0.524634657
CTB-33O18.1,107008414.2
CPEB4,1.185468557
HMP19,296771138.9
GAPDHP71,36.35686703
MSX2,0.632183787
SFXN1,0.456430546
CPLX2,563822462.2
SIMC1,0.787300568
HIGD2A,0.913277445
FAF2,1.123287805
TSPAN17,1.839820627
UNC5A,42.59237802
ZNF346,0.548181298
FGFR4,0.677161809
NSD1,0.964851275
PRELID1,1.014496155
RGS14,1.00264023
GRK6,1.066114579
PRR7,0.436380666
RP11-1277A3.3,0.123902777
TMED9,2.762629227
B4GALT7,0.911226992
RP11-1277A3.1,0.90548124
RP11-423H2.1,0.312889286
RP11-1252I4.2,1.247565856
RP11-423H2.3,0.785937105
SUDS3P1,0.801866683
RP11-889L3.1,0.919801842
N4BP3,0.459952003
RMND5B,1.440502231
HNRNPAB,0.710035735
ZNF354B,0.407460273
ZNF879,0.224734327
ZNF354C,0.178220488
RUFY1,1.416880922
HMGB3P22,0.133458467
CANX,3.154760952
MAML1,1.714158239
LTC4S,0.685849034
SQSTM1,0.510840749
CTC-241N9.1,0.333996114
CTB-129O4.1,1.352339592
CNOT6,2.06047657
CTC-205M6.1,0.324034825
LINC00847,0.035357178
BTNL9,3.756942865
CTC-338M12.5,0.322605626
CTC-338M12.6,9.284473579
TRIM41,0.632807026
CTC-338M12.4,1.304549804
TRIM52-AS1,1.877927188
CCDC127,0.713937038
EXOC3-AS1,0.067619283
PP7080,0.258460295
SLC9A3,195740849.4
TPPP,0.075090891
ZDHHC11,1.088525418
BRD9,0.592316128
SLC12A7,1.03035985
CLPTM1L,0.886556287
LPCAT1,0.737238161
SDHAP3,0.148134435
RP11-43F13.1,0.535113983
MRPL36,0.497526285
IRX4,2.153536436
IRX2,0.396612517
MED10,1.698192291
NSUN2,1.163794094
C5orf49,37.44674415
FASTKD3,1.112777931
FAM173B,0.96645266
CMBL,0.369273541
CTD-2256P15.2,0.147179813
DAP,1.287330199
CTNND2,1249.870267
RP11-308B16.2,2.83E-09
DNAH5,2.835676206
EEF1A1P13,0.743487455
ANKH,0.353857126
RBBP4P1,0.198214001
ZNF622,0.404045236
FAM134B,0.168489999
MYO10,1.076917894
FTH1P10,0.330522905
DROSHA,0.763103225
GOLPH3,2.222686929
MTMR12,1.0733337
ZFR,0.807264306
CTD-2203K17.1,0.235344296
SLC45A2,0.707060357
AMACR,3.94499552
C1QTNF3,0.162574636
RP11-1250I15.1,0.09006234
RP11-1023L17.1,0.128118966
CTD-2517O10.6,0.839936389
RAD1,1.070170828
PRLR,56.48506984
LMBRD2,1.080445944
NADK2,0.254717016
RANBP3L,0.181233592
C5orf42,1.722892106
CTD-2124B8.2,2.64230321
NUP155,0.71715748
LIFR,2.700672992
RICTOR,1.815599991
TTC33,0.674468242
PRKAA1,1.0452172
RPL37,0.915868929
OXCT1,0.25608322
SERBP1P6,0.566644052
SEPP1,0.794362166
CTD-2201E18.3,1.261848877
ANXA2R,16.65590358
HMGCS1,3.534166504
CCL28,42.78382023
C5orf28,0.91752643
C5orf34,0.245310295
EEF1A1P19,0.882477107
PAIP1,0.815671666
EMB,0.713397556
MOCS2,0.388162993
ARL15,0.82769015
CCNO,10.31564548
DHX29,0.970953656
PPAP2A,0.556488335
SLC38A9,0.130130195
IL6ST,1.451557427
RPL26P19,0.471793747
MIER3,0.653440244
PLK2,0.137840556
PDE4D,4.605063054
DEPDC1B,0.692883695
ELOVL7,1.659008101
ERCC8,1.587525514
GNL3LP1,2.273676921
SMIM15,0.628882128
DIMT1,0.702192401
CKS1BP3,1.819085938
ISCA1P1,0.271182601
SREK1IP1,0.670811129
CENPK,0.3060187
TRIM23,0.404886285
SGTB,0.301196943
MAST4-AS1,0.035057149
RP11-141O11.2,1.846299179
CTC-498J12.1,2.235423251
CTC-351M12.1,0.189192895
CCDC125,1.392803361
CFL1P5,1.32187315
AK6,1.787530601
TAF9,0.534087386
RP11-1415C14.4,6.82E-09
RP11-1415C14.3,0.643473401
RP11-497H16.8,7.39E-10
GTF2H2,0.026093081
RP11-195E2.1,0.018135681
GUSBP9,5.27E-09
RP11-1198D22.1,2.67E-08
RP11-136K7.2,0.009729664
RP11-136K7.3,8.11E-09
MRPS27,0.15471714
FOXD1,5.531991814
RP11-79P5.9,0.008569479
ANKRA2,0.524989513
ENC1,1.443413318
GFM2,0.343081493
FAM169A,0.213793007
COL4A3BP,0.99858775
POC5,0.509138756
AC113404.1,0.765546918
HMGN2P4,0.908896351
ZBED3,2.451280912
WDR41,0.843921135
TBCA,0.500385544
AP3B1,0.860772267
SCAMP1-AS1,0.266557657
LHFPL2,0.353826849
ARSB,0.316211245
DMGDH,1.845179345
CTC-451P13.1,0.693732305
HOMER1,0.052415785
MTX3,0.360509807
SERINC5,0.290775332
CTC-512J14.5,0.70774007
CTD-2015H6.3,0.252380835
ANKRD34B,0.128236552
DHFR,0.103027842
CTC-325J23.2,0.504918394
CKMT2-AS1,0.20411554
CTD-2248H3.1,0.330709198
SSBP2,0.076653749
PPIAP11,1.419228447
RPS23,0.420559657
TMEM167A,0.766024235
CTD-2161E19.1,0.667779259
CTC-428H11.2,0.329735966
CCNH,0.202673943
TMEM161B,0.792101703
CETN3,0.198945141
MBLAC2,0.132466902
LYSMD3,0.614263093
ARRDC3,0.32022693
FAM172A,0.690040907
NPM1P27,0.327216334
MCTP1,0.660323964
TTC37,4.293112733
GLRX,13.60685368
ELL2,5.274011036
ERAP1,1.483702284
CTD-2260A17.2,0.36679637
RIOK2,0.623979213
RGMB-AS1,0.458349312
CHD1,1.288091083
CTD-2001C12.1,0.05862366
GIN1,0.600378561
NUDT12,0.10353188
EFNA5,0.001353413
FBXL17,0.042064537
LINC01023,43213294.75
PJA2,1.275235923
AC010468.1,1.133073915
STARD4,1.489882897
NREP,0.063829939
EPB41L4A,33.43028566
REEP5,0.807506405
TRIM36,0.978728462
PGGT1B,0.492751774
CCDC112,0.220206344
FEM1C,0.466076234
TICAM2,3.54115278
TMED7,1.468019676
CDO1,946678580.6
ATG12,0.698988353
CTD-2287O16.1,0.642511136
CTD-2287O16.5,0.192819069
SEMA6A,3.207615224
DTWD2,0.589036864
LOX,30.4743886
PPIC,0.780576598
CEP120,0.475782218
ZNF608,1.431138906
ALDH7A1,244.0502452
Mar-03,0.200482279
C5orf63,0.504573473
LINC01184,0.298027024
HINT1,0.845713733
RAPGEF6,0.911082373
FNIP1,0.680655121
P4HA2,1.450899402
AC034220.3,1.060097914
IRF1,3.443990268
KIF3A,0.506965055
Sep-08,0.509007194
SHROOM1,1.231648213
GDF9,0.094247002
AFF4,0.946599004
ZCCHC10,0.629147628
FSTL4,54.82817257
C5orf15,0.622018555
VDAC1,0.863202187
SKP1,0.725469512
PPP2CA,1.035643062
CDKL3,0.588495765
CDKN2AIPNL,0.946057145
SAR1B,0.765183104
MTND4P12,2.749844473
CTB-36O1.4,3.961943103
PITX1,0.44426285
H2AFY,0.772328819
AC009014.3,437257044.5
SPOCK1,76.57565945
HNRNPA0,0.901816758
RP11-381K20.2,9.855204822
FAM13B,1.369078992
NME5,0.150489609
BRD8,1.634611368
CDC23,1.118948501
CDC25C,0.750566469
ETF1,1.056254735
HSPA9,1.802521966
AC034243.1,0.503502762
SIL1,0.554020392
SPATA24,0.35979524
DNAJC18,0.50469193
TMEM173,0.420887493
LINC01024,0.229238881
PFDN1,0.596330388
HBEGF,5.14085944
CTC-329D1.2,0.553084385
SRA1,0.678388854
APBB3,0.317189995
NDUFA2,0.787305601
HARS,0.455039383
AC005609.18,136130416.5
TAF7,0.685647306
DIAPH1,1.232174692
HDAC3,0.854668696
FCHSD1,2.670379494
ARAP3,306.6982993
PCDH1,5.641354947
GNPDA1,0.531626665
SPRY4,563.9994594
SPRY4-IT1,350830457
NR3C1,23.61827776
YIPF5,1.206466447
PLAC8L1,0.869332344
LARS,0.290815019
DPYSL3,10.40960405
SPINK1,62.57385695
CSNK1A1,0.75918196
TIGD6,0.393087532
CD74,13.53130274
RPS14,0.702848553
RBM22,1.216987157
DCTN4,0.860464774
ZNF300,0.207460965
ZNF300P1,1.317609253
TNIP1,1.03354846
ANXA6,0.086861191
CCDC69,0.186714586
ATOX1,0.644549701
RPLP1P6,0.169235468
RP11-54C4.3,0.157830897
FAM114A2,0.768528252
FAXDC2,4.736085557
GEMIN5,0.636372379
MED7,0.550314658
CLINT1,1.900862401
RNF145,1.363843547
GAPDHP40,3159866.354
PWWP2A,0.752092883
ZBED8,0.191414003
SLU7,0.405641279
NUDCD2,0.311625769
CTC-535M15.1,6.72E-09
CTB-178M22.2,0.151069587
PANK3,1.030747932
FBXW11,1.438304611
STK10,1.193286306
UBTD2,0.919215577
SH3PXD2B,1.137918308
CTB-79E8.3,0.733703494
DUSP1,0.906933159
STC2,0.167795118
BOD1,0.546747773
THOC3,0.359891279
KIAA1191,0.7085629
NOP16,0.498292841
CLTB,0.77491722
RNF44,0.823823663
GPRIN1,2.701190457
SNCB,5.150945365
UIMC1,0.98236526
RAB24,1.721136977
MXD3,0.856590742
LMAN2,1.287113562
F12,1.210510324
DBN1,0.342636637
PDLIM7,1.370822671
DOK3,2.331778457
DDX41,0.631240849
FAM193B,1.609580716
RP11-1277A3.2,0.534911507
NHP2,0.453466148
PHYKPL,0.664807691
CLK4,0.727523041
ZNF354A,0.206414029
AACSP1,9.70E-09
RP11-281O15.7,1.133665536
HNRNPH1,1.51227342
MGAT4B,1.507713666
C5orf45,0.646622271
TBC1D9B,1.557683363
RNF130,1.149909384
MAPK9,3.156266824
FLT4,2.656247196
MGAT1,2.199867271
HEIH,0.378087502
ZFP62,0.923673312
GNB2L1,1.201841122
TRIM52,0.976696467
DUSP22,0.205587674
WRNIP1,0.259594923
LINC01011,0.286335469
NQO2,0.203712191
RIPK1,0.762465524
BPHL,0.097103457
PSMG4,0.291111702
FAM50B,0.314441751
PRPF4B,0.631183665
CDYL,0.34432675
RP11-428J1.5,0.314650397
FARS2,0.310811326
RREB1,0.821553725
RIOK1,0.365184612
DSP,0.246161782
SNRNP48,0.159227046
BMP6,0.024486149
RP11-314C16.1,0.047698529
TFAP2A-AS1,0.786397893
GCNT2,0.12291668
PAK1IP1,0.143518385
TMEM14C,0.089480166
TMEM14B,0.201470433
SMIM13,1.332576005
TMEM170B,0.632632942
RP11-456H18.2,0.018567351
HIVEP1,0.229102598
EDN1,0.098849013
RPL15P3,0.732092669
SIRT5,0.18752413
NOL7,0.23489675
CD83,0.052998356
JARID2,0.393833253
MYLIP,0.467388494
GMPR,30.66512396
RBM24,0.106363727
CAP2,0.079011472
FAM8A1,0.545951505
KDM1B,0.190519912
RNF144B,1.788498655
ID4,1246.052449
E2F3,0.918028634
CDKAL1,1.051089832
SOX4,0.329346165
MRS2,1.431192318
ALDH5A1,1.632529675
ACOT13,1.662275323
GMNN,0.135326327
PPIAP29,0.722895774
LRRC16A,0.892363907
SCGN,861.8823401
SLC17A4,96.45136256
TRIM38,0.004194071
U91328.19,0.308651966
HIST1H3A,0.19935914
HFE,1.31E-08
HIST1H2AC,0.844093492
HIST1H1E,8.186195888
HIST1H2BD,2.02662259
HIST1H1PS1,0.047061467
HIST1H2BF,0.317843807
RP1-34B20.4,0.420614094
HIST1H4E,0.45169379
HIST1H2AE,0.592236612
HIST1H3E,0.221403109
HIST1H2BH,667927215.3
BTN3A2,0.255590963
BTN2A2,0.120613366
BTN3A1,0.981177879
BTN2A3P,0.074612213
BTN3A3,0.567654949
BTN2A1,0.729253561
HMGN4,1.350390691
ABT1,1.217232457
HIST1H2AG,0.316264198
PRSS16,0.843364801
ZNF391,0.202339222
HIST1H2AI,0.536648282
HIST1H3H,0.310997598
HIST1H4J,2.392996816
HIST1H2BN,0.603424623
HIST1H2BO,0.614244725
ZNF165,1.285798255
ZSCAN12P1,29.75518729
ZSCAN16,0.872374716
ZKSCAN8,1.486181801
ZSCAN9,1.595648357
ZSCAN26,1.51587956
PGBD1,2.272923837
ZKSCAN3,1.145633366
HCG15,2.131631689
HCG16,2.541428149
HLA-F,0.030420275
HLA-A,0.079024209
ZNRD1,0.702091897
PPP1R11,1.659963452
TRIM39,0.838942228
RPP21,0.355802933
RANP1,0.356397482
HLA-E,0.158008038
PRR3,0.486385005
ABCF1,1.112743627
MRPS18B,0.426621921
ATAT1,0.834034628
PTMAP1,0.49559376
C6orf136,0.870283652
TUBB,0.442078457
XXbac-BPG252P9.10,0.078419582
DDR1,1.461042138
GTF2H4,0.777154962
VARS2,0.321735083
TCF19,0.159239659
RPL3P2,0.53995674
MICA,0.366216584
NFKBIL1,1.01813475
PRRC2A,1.353631794
APOM,0.280187091
CSNK2B,0.761008956
LY6G5B,0.748402717
MSH5,0.377722524
SAPCD1,0.379056928
HSPA1A,140.1017289
HSPA1B,0.314820604
C6orf48,1.655635956
EHMT2-AS1,1.622697992
SKIV2L,0.881748544
STK19,0.83226324
PPT2,0.632301892
EGFL8,0.427316259
RNF5,0.816231331
HLA-DRA,0.357738911
HLA-DQA1,1
HLA-DQA2,1
PSMB9,2.382320499
HLA-Z,6.517563599
BRD2,1.307898535
BRD2-IT1,1.916848638
HLA-DPB1,55.39333474
SLC39A7,5.076855336
HSD17B8,0.169787284
RING1,1.649616335
HCG25,1.435861433
RPS18,1.382946645
B3GALT4,0.342832657
PFDN6,0.727536366
KIFC1,1.014427039
PHF1,1.480409954
SYNGAP1,1.391558588
ITPR3,10.41150865
CYCSP55,0.424151646
HMGA1,0.651008195
RP11-513I15.6,1.012253809
PACSIN1,1.995857831
RP11-140K17.3,0.104819368
RP3-375P9.2,2.908241066
SNRPC,0.520267863
UHRF1BP1,1.079268378
ANKS1A,1.087941264
ZNF76,0.627293559
DEF6,0.579462609
PPARD,0.435409242
FANCE,0.156620006
RPL10A,0.589054125
RP3-340B19.3,164.931819
RP3-340B19.2,1.01700242
ARMC12,3.56206283
MAPK14,0.816989406
MAPK13,11.37786923
BRPF3,1.462984758
KCTD20,0.927993534
SRSF3,0.557059126
CDKN1A,5.348713654
C6orf89,0.81421463
COX6A1P2,1.337543312
PIM1,2.30421226
TBC1D22B,1.19761605
RNF8,0.285741067
CMTR1,0.569125088
ZFAND3,1.250460277
DNAH8,7.374760401
NFYA,1.096646892
ADCY10P1,1.344996987
FOXP4,1.325260791
MDFI,2475626403
PRICKLE4,0.365957058
TOMM6,0.478533158
RP11-298J23.9,1
BYSL,0.410785965
TAF8,1.7048195
UBR2,0.980547571
GLTSCR1L,0.611009831
RPL7L1,0.96420411
CNPY3,0.677462764
RP3-475N16.1,0.843008496
GNMT,1.640976239
PPP2R5D,0.586357708
KLHDC3,0.382411873
RRP36,0.947282032
KLC4,0.367484099
PTK7,0.244538221
SRF,0.728544274
CUL9,0.612589427
ABCC10,1.31676931
TJAP1,2.326677159
POLR1C,0.92178734
POLH,1.067267566
MAD2L1BP,0.986933271
VEGFA,0.350586448
TMEM63B,2.90163104
SLC29A1,0.855691679
HSP90AB1,1.058383597
CDC5L,1.18484768
RUNX2,5.210132012
ENPP4,0.333239467
SLC25A27,0.496702588
CD2AP,1.086964593
CENPQ,0.459048006
EFHC1,0.934743405
TRAM2-AS1,0.18674954
RP1-152L7.5,1.048848538
TMEM14A,0.304662065
FBXO9,0.543165567
RP3-483K16.4,0.297118929
LRRC1,1.294153793
KIAA1586,0.437984919
ZNF451,0.682794688
BAG2,0.180099999
PRIM2,0.254892876
XXbac-BPG55C20.7,0.052100193
FKBP1C,1.34689592
PTP4A1,1.130271502
PHF3,1.414102254
FAM135A,3.468918064
SDHAF4,0.734203203
SMAP1,3.826120436
LYPLA1P3,0.567335813
OGFRL1,0.133607804
RIMS1,0.198635538
DDX43,2.34E-09
MTO1,0.587208166
RP1-234P15.4,0.217814424
SENP6,0.853538715
MYO6,0.42283621
IRAK1BP1,13322676.54
HMGN3-AS1,0.946919443
SH3BGRL2,0.474369757
TTK,0.938501934
BCKDHB,0.835943734
RP11-250B2.6,0.441238572
DOPEY1,1.137753002
AL139333.1,2.976753447
RWDD2A,2.0351064
CYB5R4,1.452223071
ZNF292,1.806797281
SMIM8,0.983219763
C6orf165,1.527786962
SLC35A1,2.229384546
ORC3,0.484994587
PNRC1,0.695222248
PM20D2,303.1853962
ANKRD6,0.754798004
CASP8AP2,1.126775902
MANEA,0.041377091
UFL1,0.299698863
RP11-98I9.4,0.222849904
TSTD3,0.329027388
RP1-199J3.7,0.068144957
RP3-467N11.1,0.106003448
GRIK2,0.036232492
AIM1,26.24933535
QRSL1,0.760923989
C6orf203,0.349607668
SOBP,0.072194452
LACE1,0.397569802
FOXO3,0.681049634
ARMC2,0.482562154
CEP57L1,0.617918447
SMPD2,0.896840023
FIG4,0.694137025
CDC40,0.653408252
AMD1,1.312042996
RP11-397G5.2,4.074804863
GTF3C6,0.983335937
RPF2,0.281133581
SLC16A10,0.667203051
KIAA1919,1.799154512
RP5-1112D6.4,1.341386699
FAM229B,0.118121015
RP11-367G18.2,24595709.7
MARCKS,1.675452225
NT5DC1,0.969873735
DSE,0.183880216
RWDD1,0.776507289
KPNA5,1.366135119
RFX6,2.136707263
DCBLD1,1.259598969
NUS1,1.075316679
SLC35F1,54.95990328
RP11-632C17__A.1,0.693587691
ASF1A,0.400653075
HSF2,0.320277801
PKIB,0.069266382
SMPDL3A,3.20070863
TPD52L1,0.457762197
NCOA7,0.056308821
HINT3,0.550905169
TRMT11,0.574273026
CENPW,0.269935954
RNF146,0.921020501
L3MBTL3,0.263021381
AKAP7,1.801368545
ENPP3,0.809155387
ENPP1,0.111290901
RPS12,0.971319034
TBPL1,0.16320846
MYB,0.234180329
RP3-325F22.5,0.474963755
PEX7,0.310602491
TNFAIP3,0.713767021
ARFGEF3,1.74089718
RP3-422G23.4,110.026325
HEBP2,1.659558289
RP11-390P2.4,0.026018224
CCDC28A,0.405986336
ABRACL,0.504788998
HECA,0.514021749
VTA1,0.194664749
ADGRG6,0.012639772
AIG1,0.440166722
RP1-95L4.4,0.384821924
PEX3,0.665184522
PHACTR2,0.809514553
LTV1,0.399075949
UTRN,2.357959145
RP3-466P17.1,1.21E-08
RAB32,0.144764882
STXBP5,4.763189818
SAMD5,3.069941266
SASH1,1.190746511
UST,5.796648367
TAB2,1.87953172
GINM1,0.728625778
RPS18P9,1.646900388
AL358852.1,0.113910957
PCMT1,1.916387558
ULBP2,0.351586434
ULBP1,0.167478798
BTF3P10,0.983504991
PPP1R14C,4.45E-09
IYD,0.233271749
MTHFD1L,4.198930953
RP1-292B18.1,3.799433335
AKAP12,11.29221188
ARMT1,0.468677828
RP1-101K10.6,0.53102362
SCAF8,1.089068498
ARID1B,1.367999862
ZDHHC14,0.243641128
SNX9,1.411955905
SYNJ2,7.747039924
GTF2H5,0.736374707
TULP4,0.52466891
TMEM181,2.271540463
C6orf99,0.792171269
WTAP,0.788555973
ACAT2,1.042190342
MRPL18,0.43404429
IGF2R,0.300491334
RP11-288H12.3,0.636592106
RP1-276N6.2,1.89E-10
SLC22A3,0.252541631
MAP3K4,0.83133211
QKI,0.005343883
FGFR1OP,0.741239455
MLLT4,2.549601349
SMOC2,26.4049744
XXyac-YX65C7_A.2,0.283337812
C6orf120,0.53241321
RP1-266L20.4,0.429699317
ERMARD,0.543027532
RP11-302L19.1,9.34E-09
FAM120B,0.758006855
TBP,0.764971469
EXOC2,0.470948885
RP11-157J24.2,0.261264354
GMDS,2.319787912
SERPINB6,0.44305909
HTATSF1P2,33.048834
RP1-40E16.12,0.030779841
TUBB2A,0.700242567
SLC22A23,2.064566356
RP3-406P24.3,0.052185701
ECI2,0.184551504
RPP40,0.142811808
LYRM4,0.547768851
RP1-232P20.1,0.398610188
NRN1,0.140015819
F13A1,29463610.38
RP1-80N2.3,0.027334337
SSR1,0.535751154
RP11-69L16.5,0.99143968
RP3-512B11.3,0.076757817
TXNDC5,0.323196729
BLOC1S5,0.203208353
EEF1E1,0.21831287
SLC35B3,0.428749419
TFAP2A,1.370101699
C6orf52,0.025466335
MAK,0.093742519
ELOVL2,27.22129878
NEDD9,8.640715181
ADTRP,0.159067235
