gene,pval_1
LOC729737,0.108564849
ZNF704,0.004626983
AMOTL1,0.095471234
SYNGR3,0.040693282
LIPH,0.003859911
PPFIA3,0.027460479
IER5L,0.190585141
ECHDC1,0.00341893
GPRIN1,0.015101014
CDK17,0.000289175
S100P,0.285686528
CDK6,0.04827967
ZNF460,0.112632951
EFCAB10,0.014365035
SMAGP,0.004224019
RPP21,0.0066274
LIG1,0.090033257
FOXD4,0.010370396
GNG4,0.039815037
GATAD2B,0.025255878
C17orf107,0.086775961
MARCKS,0.000568836
DMTF1,0.039189916
MYEF2,0.012136962
ENHO,0.012894207
WDR52,0.109654943
LINC01123,0.010661174
PLCH1,0.056162555
TRIB1,0.018209679
CCBL1,0.035473119
MZT1,0.025444156
PLEKHA6,0.010562692
MAFF,0.034206783
TOP2A,0.000915255
CTAGE5,0.191621378
ZNF736,0.046583828
PLCB1,0.001628306
ID1,0.084321876
MYH14,0.003640535
VAMP4,0.048902297
IFRD1,0.192408841
ANGEL2,0.000398615
ATP8B2,0.018301535
KBTBD2,0.00156952
AMOT,0.054230541
HOXA7,0.092384868
KDM7A,0.063177854
NMU,0.093424867
RBPMS2,0.023322005
CHPT1,0.033031935
CCNO,0.01660497
LOC645513,0.022659482
MED30,0.000409618
DMPK,0.05922586
PLS3,0.009739827
CDYL2,0.053692871
NOS3,0.074951917
STMN1,0.005070164
ANKS1B,0.002485463
LMBR1,0.003069414
GCHFR,0.001864066
LONRF2,0.027617956
KANSL1,0.011773942
BCOR,0.002069588
MYO9A,0.033165273
SEC31B,0.283081136
FBXO6,0.000455961
FERMT2,0.000371987
MAP3K7,0.001329145
SOX9,0.080940956
ADCY6,0.012448319
CACNB3,0.034427923
CARD10,0.018816456
RTKN2,0.008881392
POC1B-GALNT4,0.053760107
KLF5,0.014835686
LOXL3,0.004389383
CDK2,0.030950569
GRB7,0.004705681
ZBED6CL,0.013184848
SLC4A2,0.005475187
ABCF1,0.011505671
ZNF711,0.063917179
DOK1,0.009248964
PPIC,0.0169364
SRPX,0.175639891
OFD1,0.011336295
SNX7,0.006464528
CEP152,0.083930945
AP4E1,0.000474643
WDPCP,0.03199402
CDC14A,0.016248503
CDKN2D,0.02310929
OTX1,0.08946926
RAB13,8.54E-05
COLCA1,0.020980845
ATG9B,0.032792581
NBPF11,0.042547569
CACNA2D2,0.015200082
UPK3BL,0.092569868
OSBPL6,0.087587811
GJC1,0.018404759
LRRC37A,0.056047119
SERTAD2,0.011104749
ETNK2,0.007211521
GALNT7,0.000668767
PARVA,0.00102204
RP4-669L17.10,0.047142476
NUP62CL,0.029851715
ATAD5,0.091143454
RCBTB2,0.008818009
SERHL2,0.02487947
NME4,0.042149849
PCOLCE,0.088917202
KNTC1,0.035054366
BCL2,0.011989079
HMGN3-AS1,0.001727693
ONECUT2,0.001594327
HOXA5,0.006052219
ALDH5A1,0.003833878
NFATC4,0.153116513
ALG10B,0.004375615
STARD3NL,0.00149781
TOX3,0.160600721
GPSM2,0.000104243
FER,0.023871917
GRASP,0.093795928
C17orf53,0.043423716
IVNS1ABP,0.030461257
PHTF2,0.008036359
KIF15,0.025307753
MORN3,0.137084373
ZBTB41,0.005400547
RLTPR,0.01348825
RP5-1159O4.2,0.018116942
INO80D,0.000505777
RSPH3,0.008557817
ALPK3,0.06354712
PLOD3,0.002962378
ZNF107,0.005963574
KIAA1407,0.111449573
KDM5A,0.006317047
ZC3H12C,0.031870141
NAPB,0.021409856
ALMS1,0.003107367
SUDS3,0.002761652
TUBB,0.184181936
RBBP8,0.00163504
LINC00957,0.028101525
DMWD,0.04985926
NT5C3A,0.000134233
ISYNA1,0.036643857
FGD6,0.04227792
BCL6,0.009272893
HPX,0.037398054
CCDC150,0.044465981
LOC81691,0.000147505
LTBP1,0.046105082
RIOK1,3.63E-05
ZNF26,0.028503055
DIS3,0.006162833
C19orf55,0.027364179
EPHA7,0.063939877
CD99P1,0.003201497
SNORA8,0.488508623
TBC1D8,0.050256357
AKNA,0.26010898
SENP1,0.000553952
ZMYM3,0.001305926
ZFAND4,0.048391353
PPM1E,0.003531693
UTY,0.003537662
LINC00685,0.173585858
DTNA,0.059575911
MIS18BP1,0.0150295
TMEM117,0.015180025
NUTM2A-AS1,0.017886207
FURIN,0.147401135
TMPRSS4,0.061397967
FSD1L,0.00815132
MED13L,0.042361397
RP11-261C10.3,0.099627629
DHTKD1,0.015601841
SLC1A4,0.098240291
ZNF503-AS2,0.025477586
PHF3,0.004116454
CEP97,0.010977449
POLE,0.063503897
ARHGAP11B,0.009497751
RAB19,0.002696343
ZFP36L2,0.002964554
ZNF592,0.015798735
AKAP12,0.075067516
PHIP,0.005285151
GADD45B,0.011818512
TMEM50A,0.002214748
NEK7,0.000812055
KCMF1,0.003269171
PKI55,0.024213353
ITGA2,0.008006253
EHBP1L1,0.033590821
FZD8,0.044622504
ZMYM6NB,0.010335032
ARHGEF25,0.057711199
MSTO2P,0.10134784
ARID1A,0.000451097
ACVR2B,0.003421633
SLC7A5,0.159857963
ESPL1,0.027482303
BLM,0.034682847
METTL7A,0.051904409
CTDSPL,0.002762822
NPAS2,0.010077028
IRF2BP1,0.003751046
SATB2,0.012261535
AHR,0.006675233
PLEKHA8,0.010052749
SIPA1L2,0.037054159
PABPC1L,0.222459165
DUSP10,0.097549236
ZNF726,0.041417866
N4BP2,0.009578558
PLEKHG4,0.057430012
WHAMMP1,0.034452441
TAF1A,0.000379885
MOB1A,0.011163873
TRIM35,0.003722381
UQCC1,0.003808011
DYNC2H1,0.008454561
SNX9,0.001108131
SOSTDC1,0.231736135
C1orf226,0.058570302
MTHFD2,0.109274113
KAZALD1,0.054920006
STAG3L5P,0.283306638
SMG9,0.000303713
ARL17B,0.182052156
ATAD1,0.000262365
FCHSD2,0.000183476
GAS5,0.08027433
TNRC18,0.00070673
USP42,0.002569861
HPDL,0.130667749
EZH2,0.015337124
TTBK2,0.067674823
ANKIB1,0.00664472
LOC100288069,0.12622403
IQCD,0.064891614
FCHO2,0.008558618
PDIK1L,0.000458743
OCRL,0.002304068
CLIC4,0.218997073
NCR3LG1,0.010920482
PPP1R35,0.027050137
ZDHHC17,0.013396962
FAM184A,0.031140981
ALDH1A1,0.245654382
DENND6A,0.005259505
JADE2,0.013802029
CD302,0.048031084
C1orf192,0.014071158
MYB,0.047720528
CKS1B,0.015170668
LINC00467,0.016243174
TMPO,0.026924126
SLC38A2,0.043643154
PIK3CA,0.000987419
PALMD,0.010821674
C16orf86,0.018563542
HACE1,0.003255474
KCTD9,2.54E-05
FKBP5,0.023701181
RGL2,0.086194786
SPEN,0.005480558
GAS5-AS1,0.075823168
PPP1R10,0.006312473
CCDC122,0.091786756
SYF2,0.016907171
NUF2,0.068377892
S100A1,0.420208607
DPY19L1,0.043559852
CROCCP2,0.017581036
CCT6P1,0.015281671
PEX1,0.034025207
GCLC,0.097652003
LOC642236,0.000498336
NR2C1,0.032629838
ZKSCAN8,0.031894231
ZSWIM4,0.049543639
RIMKLB,0.104081062
UBN2,0.004256976
ZFAND2B,0.091752672
SNORA84,0.524229685
ZFP37,0.047342852
ANO6,0.003371165
ZNF185,0.058683589
FBXO36,0.014495499
SMURF1,0.004833494
UGT2B4,0.160366527
CENPJ,0.059589704
ANKRD6,0.001133891
KIFAP3,0.00098184
CRLF3,0.006931457
SPRED2,0.009014542
SKA1,0.009040668
TYW1B,0.004277792
C19orf26,0.013964738
PMEPA1,0.017418009
MLPH,0.018672223
WASF1,0.007274669
DIAPH3,0.004800115
BRIP1,0.035645383
LOC283922,0.075140501
REG4,0.035732048
ZFC3H1,0.08368763
FAM20B,0.001568472
MGC27345,0.011223241
GPATCH8,0.012039274
HBP1,0.008532801
RARG,0.00620917
TIFA,0.00774534
LRRC37A2,0.084750764
NOM1,0.02309683
TAGLN2,0.021439291
FGL1,0.115181409
PCGF1,0.005753941
B3GALTL,0.030627433
VRK2,0.001846552
GOLT1A,0.08641087
RAPGEF5,0.003433533
EPHA2,0.019905588
KIF11,0.096382645
GORAB,0.002682725
FGFR1OP2,0.001011663
CADPS2,0.126421409
SEPT7P2,0.001498583
SWT1,0.008101521
USP48,0.013002702
NDUFA4L2,0.02797707
CMC2,0.000372746
ABRACL,0.064240286
TIA1,0.014426106
UBXN2A,0.01534093
CCDC28B,0.005296206
ANTXR2,0.069615699
ADAM17,0.006167927
NHLRC2,0.022414968
PLEKHO1,0.047288002
RNPC3,0.07122012
CHRNA2,0.038767197
LSM8,0.001914345
RNF144B,0.009481306
SPIRE2,0.005616558
NUP107,0.02758243
HOXC12,0.018045685
SARNP,0.001690057
DNAH1,0.155818977
USP53,0.029401654
ZNF280C,0.02758769
CCNB1IP1,0.058656911
GPT,0.026573205
TCF12,0.066548372
BMS1P18,0.178637986
HM13-AS1,0.044118089
ARID4B,0.007971508
EXO1,0.026968677
TMEM179,0.038674202
TMEM150C,0.132143336
HECA,0.038085679
RTTN,0.0256032
TBC1D12,0.001260012
RABAC1,0.003369033
H2AFV,0.001010357
DLX2,0.04554328
ALKBH8,0.041709282
CYP2D6,0.094554676
PVRL3,0.083508465
RANGRF,0.007031904
ZNF141,0.026374289
NUCKS1,8.63E-05
LOC100506730,0.039470053
PRIM1,0.028857108
INTS4L2,0.000360182
LETMD1,0.062352289
C12orf75,0.009033152
CCDC183,0.338192855
GNAQ,0.004220312
SLC25A40,0.036456189
CCDC136,0.080251427
FOXD4L1,0.059411483
ZNF385B,0.043297507
FAM72D,0.105624059
ZFAND1,0.097914548
MDM4,0.008619761
XRCC1,0.001254664
EMID1,0.113042092
DAZAP2,0.014204021
GGH,0.016044722
CELF6,0.167594899
OBSL1,0.059270452
SKIL,0.045185423
HDAC5,0.077986134
RHEBL1,0.275686003
HIF1AN,0.001563584
RNASEL,0.000581408
TCTEX1D2,0.018390688
CD27-AS1,0.021011005
VPS54,0.004878465
MLLT4,0.024990207
EIF5AL1,0.017001259
PMM1,0.040158269
ANKMY1,0.115577885
CD63,0.004128855
ZNF215,0.02250356
ESRP1,0.105746561
SRGAP2C,0.00334489
FAM222B,0.001594756
C15orf38,0.008052882
SYNGAP1,0.139010904
VRK3,0.004878672
PKMYT1,0.038014358
STAG3L3,0.057945865
PKP2,0.008909607
NRGN,0.010728391
WHSC1L1,0.017065239
HSPB8,0.173011526
PLS1,0.070194752
IGFBP3,0.07793242
RNF115,0.004305007
PMS2P3,0.018919391
KIAA1467,0.006805764
PAIP2B,0.000697599
SERPINB8,0.366465152
GEN1,0.048697768
LMNA,0.016522797
MGC57346,0.004581565
KIF21A,0.004310299
ZNF496,0.028425137
ROCK2,0.000521377
USP37,0.011074862
PRC1,0.008478436
TRIM59,0.020655247
GBAP1,0.049628175
RP11-983P16.4,0.03499117
EHBP1,0.005052935
FAM126A,0.012620027
POLR3GL,0.008767245
GNPTAB,0.000812196
ITFG2,0.006845571
ZNF678,0.002218922
BRCA1,0.01550477
CARD8,0.000152092
FRRS1,0.019181452
LRRC73,0.083597578
KMT2A,0.040725395
SPRY1,0.012466495
PAXBP1,0.071750207
GXYLT1,0.005748615
CCSAP,0.004066992
TRIM56,0.011192704
CALCOCO1,0.091102912
UBR4,0.01099152
CBWD5,0.038425423
CBWD3,0.01356393
CUTC,0.012052635
TNKS,0.016488186
SP1,0.000536605
CBX5,0.02427751
LGALS4,0.077916035
SNX24,0.019033996
NOC3L,0.003046191
KIAA1109,0.035281094
TMEM107,0.003176777
DIXDC1,0.04489735
ARRDC2,0.031327568
ZNF92,0.013951222
ZNF292,0.031064867
PPP2R3B,0.039756762
SIK2,0.011924408
PRSS16,0.047352916
NDUFB8,0.006528973
KBTBD11,0.001937737
DNMT3A,0.039833785
MCCC2,0.008522263
C2orf68,0.002574232
OSBPL8,0.015181311
PTMS,0.009326335
ZNF573,0.01463388
GTPBP6,0.001560945
KIAA1804,0.050149142
PFKFB3,0.018240051
POLE2,0.177848226
RFX3,0.023455574
CSRNP1,0.008544303
KIAA1324L,0.00673474
ASIC1,0.050381329
SCLT1,0.013825927
RAD51AP1,0.071474049
Sep-07,0.000558855
MED13,0.002522196
UBXN7,0.034953199
LOC100132352,0.070985713
PAWR,0.018824917
FTO,0.004701142
ERCC5,0.108737449
KLC2,0.004702762
SUV420H1,0.014112265
XRCC2,0.103880458
MYO1D,0.012689023
BTG1,0.100641852
GAREML,0.009490928
FRA10AC1,0.032643296
LMO4,0.064130038
FABP6,0.045108103
ANLN,0.098321369
MST1P2,0.344639647
SOS2,0.105986935
ZDHHC2,0.000305631
SLC52A3,0.02141993
RBMS2,0.053060785
EEA1,0.009293979
SMARCD3,0.018566992
RHOU,0.058858549
AC003102.3,0.106614748
DYNC2LI1,0.056819352
ITGB5,0.045041123
LRRC49,0.013403971
HERC2P4,0.163641462
ARHGAP33,0.182757719
NAB2,0.008743642
UCHL5,0.014792669
HSPA1B,0.248083817
FARP1,0.011251964
TTC33,0.001671947
RPL32P3,0.131443631
FAM178A,0.004748534
C1orf35,0.006258269
NPR3,0.364443003
E2F7,0.07312226
CEP83,0.018145882
TMOD2,0.009256511
LOC100101148,0.173018367
PAXIP1,0.011554782
NOVA1,0.079908984
CPLX1,0.007821839
PAQR4,0.02176811
CCDC104,0.025220712
PACSIN1,0.0818488
ING1,0.006632953
TPR,0.012184955
CDKN1C,0.063767185
FAM171A2,0.060199458
CASKIN2,0.001223392
SCYL2,0.003373017
PAPSS1,0.058404635
SLC1A3,0.210334849
PLXDC2,0.062703778
MCM7,0.044407786
RP11-160O5.1,0.15587526
CBWD1,0.007283877
SMAD9,0.040586952
LOC100506548,0.079213048
ST5,0.005176981
CTGLF12P,0.011849773
WDR48,0.000530282
PIM1,0.033705879
RECQL4,0.080094436
SLC35A1,0.004737174
ZBED6,0.078551016
LRRCC1,0.002653502
MYBL1,0.045174791
CHUK,0.019715398
ZDHHC20,0.004891218
CSPP1,0.022883838
PLK4,0.023253096
CKAP2,0.003958212
CROCC,0.064231344
GTF2I,0.025109831
HOXB9,0.018391223
NBPF9,0.004559263
ZNF608,0.043163979
SCYL3,0.056199765
SFI1,0.06669454
KIF23,0.031481809
ITPR3,0.09172602
LTBP4,0.046405206
MAP3K5,0.009402373
METTL4,0.003454523
ASB16-AS1,0.030950729
SPCS3,0.025682584
CYP51A1,0.041253148
ARHGAP11A,0.012555252
CEP350,0.023146508
LAPTM4B,0.01717514
ALCAM,0.05195122
CLCN5,0.085739861
SPATA17,0.07207581
SLC24A5,0.081949845
KCNK5,0.098062634
ADD3,0.012322034
XAGE1C,0.141841697
S100A13,0.008542514
INHBB,0.002128772
ECT2,0.02426177
GPC4,0.007504598
INTS6,0.001974823
ZC3HAV1L,0.056923866
PER2,0.044206059
NR4A1,0.017522039
GDAP1,0.015548442
JADE1,0.021213212
HOXC-AS1,0.198588749
FAM151B,0.005189017
CENPK,0.013443561
DERL3,0.331255256
SLC25A6,0.040190516
RPS19,0.024642324
LINC00339,0.009714023
CDK14,0.025759158
BEND3,0.078006354
MAP4K3,0.001250278
CDC45,0.021783177
NAP1L1,0.000630938
NOXO1,0.051505519
MXRA7,0.162715778
SLC9B2,0.003490953
ACSL4,0.007633712
TMTC1,0.337842173
DTL,0.089994407
YTHDC1,0.016773275
GOLGA6L20,0.011405246
CEBPZ-AS1,0.000122715
ATP5J2,0.005937772
IRF2BP2,0.090006817
NUP37,0.016844448
MIRLET7BHG,0.177111226
MKI67,0.050465408
DLEU2,0.007277447
PBK,0.063860791
C14orf93,0.003692421
GALK1,0.001776894
UBXN11,0.014482749
KIF14,0.071063251
ABCA5,0.013767776
CYTH2,0.14275449
AP3S1,0.023640063
GOLIM4,0.097643926
CBLB,0.129331389
MROH6,0.106807694
ZNF618,0.021611578
FRY,0.024491232
UBA2,0.005684029
ZNF728,0.017780218
WHAMMP3,0.019108374
FBLIM1,0.016418944
SORT1,0.015040397
AURKB,0.0381162
PRKAR2B,0.117371444
COX20,0.004012106
WAPAL,0.001322758
RICTOR,0.010707794
ARID4A,0.018851155
LUC7L2,0.003570846
TNFAIP8L1,0.049921291
CCDC132,0.038511902
SGK494,0.247122095
RNFT1,0.006402339
TCP11L1,0.009999742
FN3K,0.052004306
VPS13A,0.094162574
ROBO1,0.025764958
STARD4,0.20916781
MOK,0.002356218
PHF21A,0.017874895
FBXO41,0.030465286
ZFYVE19,0.005733526
SESTD1,0.016389462
PDPR,0.009834415
UNG,0.110975321
TCP11L2,0.151166698
GLCCI1,0.00791
C11orf95,0.047688132
TMEM65,0.03145927
CENPC,0.024704229
DOCK5,0.06360708
SPATA33,0.025714715
TMEM106C,0.04101244
THAP5,0.012623661
SNORA65,0.760582033
CDKN2A,0.02445143
ANKRD50,0.005763408
VPS41,0.011405856
ATF3,0.387263149
SIX5,0.014728329
DDX11,0.142802825
CNPY4,0.081774223
ZBTB39,0.008962135
ZNF675,0.0044366
C9orf114,0.023892537
GINS3,0.071122444
AVL9,0.000702024
GNPAT,0.003953466
MPP3,0.053237241
RASA2,0.026329527
ITGB8,0.374386336
TRAPPC6A,0.01901428
SERPINI1,0.119501205
TMEM170B,0.029012766
CENPL,0.023404159
ALG10,0.015231344
CBLC,0.045193062
USP11,0.004980312
PTCD1,0.041266436
LOC441242,0.03831096
TROVE2,0.014629831
ABTB1,0.192319107
FAM76B,0.007946246
TRIM24,0.004292464
RNF219,0.012548313
IFI27L1,0.003140039
DNAJC17,0.019190496
GABPA,0.007020002
ZNF43,0.007957302
WDR60,0.068824403
DUSP9,0.101233799
METTL15,0.015966151
CDT1,0.015720617
SH3BGRL3,0.016003933
ARMC12,0.13594601
RAD51,0.045306124
POLR3C,0.000359902
ZNF367,0.022305238
SMARCC2,0.004624383
RPGR,0.01509962
MAP1LC3A,0.069314669
MBNL2,0.004584337
TBC1D15,0.029794909
VPS13C,0.041730118
SEC11A,0.003353366
LOC101927572,0.230148976
FAM63A,0.020008314
PPARA,0.010959418
IER5,0.005245145
EXOC6B,0.003183632
RBM33,0.04917726
UPF3B,0.036162301
CENPF,0.034198411
KMT2E,0.001014174
CLK1,0.0615265
HERPUD2,0.018392445
B3GALNT2,0.070506834
MCM8,0.071104109
DZIP3,0.04185031
GFOD1,0.005060327
TEX9,0.090375335
KIF13B,0.02154654
MITD1,0.000709016
PTPRK,0.076305562
AFTPH,0.000632732
MLLT10,0.009039398
RNF43,0.073051626
CARF,0.149218316
VAMP2,0.056367401
UBE2E3,0.055026897
KCNJ14,0.024735298
COX19,0.082387152
PPP1R12B,0.019773098
LINC01000,0.077872624
SMEK2,0.006946473
SH3GLB1,0.000249617
RARB,0.171444102
NEDD1,0.004797159
CBL,0.001007468
DEK,0.001402644
TMEM209,0.007093423
PMS2L2,0.036628529
AZGP1,0.043241642
HNRNPUL1,0.001695587
SPSB2,0.192034321
DONSON,0.037108313
TUBB3,0.142070946
TNK1,0.007289199
HNRNPU-AS1,0.001862066
UBR2,0.023776366
NT5DC3,0.070763369
DSE,0.060056589
RAB33B,0.0099915
TSPAN31,0.04860313
CXorf23,0.008966585
NUP205,0.036734976
ZNF124,0.057993299
ZNF214,0.002054513
ESYT1,0.059773016
TIMELESS,0.048135612
KLHL11,0.012408416
WASL,0.001040153
NFU1,0.015693648
CHD1,0.008562549
LINC00294,0.0035487
BCKDHA,0.002861153
CGN,0.100287822
RFC4,0.012486031
SHPRH,0.00285079
NUP133,0.002029878
PCGF6,0.01621334
TMEM237,0.007182299
MED14,0.022971586
CUTA,0.00141964
FAM60A,0.003489443
KIAA1107,0.028617267
CKAP2L,0.040669092
NBPF12,0.180012401
PITPNM1,0.032302898
USP1,0.003657091
U2AF1L4,0.203105987
DDX59,0.009943523
ABL2,0.002505174
IKBKAP,0.019305303
CCP110,0.007538326
ZFP36L1,0.026658247
ROCK1P1,0.188928028
CCDC14,0.123849351
CPSF4,0.003339676
NEIL3,0.034532696
ITPA,0.020665304
CEP85,0.041521487
GGT7,0.009538534
ATAD2B,0.006508315
HNRNPH3,0.002239162
KIAA1211,0.043079862
UBL3,0.014466619
TET2,0.053395495
TUBA1A,0.111163292
CENPE,0.018508993
TAF1B,0.009737813
LRRC56,0.303279874
BRAF,0.077323486
TAF1,0.04315563
TADA2A,0.015841383
USP21,0.014507248
NIPAL2,0.009133665
ADAM1A,0.038512241
EP400,0.007875773
SPAG9,0.00189155
DUS4L,0.007218649
LINC01001,0.156543006
LSM11,0.045791301
UBALD2,0.230254853
FAM45B,0.003648331
CEBPG,0.201235768
AACS,0.005507886
RUSC1,0.017197241
ZSCAN26,0.015592338
CCDC142,0.01034231
GLB1L,0.02663853
BIVM-ERCC5,0.023466739
OTUD7B,0.013261612
CLASRP,0.133881632
TIPIN,0.115046267
ZCCHC8,0.047601728
ERCC6L2,0.098498049
SUPT20H,0.033428289
PHGR1,0.19630135
SOAT1,0.045414249
ARID2,0.009788331
NCAPD3,0.106955667
LIN54,0.003185276
SMC2,0.047885255
PCM1,0.037402863
PRRC2C,0.00356783
STXBP5,0.005279682
PRKAB2,0.001496227
PTP4A1,0.008946666
EIF3C,0.001040141
ZNF800,0.00756422
NFYB,0.001103873
APLP1,0.033511293
BCL7A,0.018499029
ERCC2,0.034611463
KIAA1919,0.016258805
TGFBR3L,0.148238945
TMEM102,0.032284387
FAM222A,0.09871934
GPATCH2L,0.036364841
RPS27A,0.03271112
ZFP36,0.0156822
ATG10,0.000152786
LRRC61,0.000659165
PAN2,0.158901097
CNOT6L,0.000844878
TROAP,0.051380441
BOLA3,0.070609666
LINC00673,0.268089742
SMYD2,0.173353532
HMGCL,0.000451699
PCDHB8,0.16576177
RBM48,0.019584943
MORN1,0.088966943
DCLRE1C,0.011052539
FBXW7,0.042022594
CHD2,0.168757829
TUBGCP3,0.004388376
KIAA2018,0.006760027
CWF19L2,0.011693827
SYNJ1,0.012911116
TRIOBP,0.086305039
ENDOG,0.003488154
E2F8,0.132528557
SNHG6,0.019923133
TATDN3,0.030459913
KCTD3,0.003533796
KANSL1L,0.034466135
PUS7,0.078864439
GIT2,0.000153707
ASAP2,0.02509717
SLC41A2,0.011250576
NICN1,0.188433985
ZFP62,0.067429968
NIPBL,0.007951006
RYK,0.007189764
NAPA-AS1,0.172170472
MDP1,0.032028981
BEND3P3,0.043781322
NCOA3,0.008534366
ZFX,0.011753641
PAPOLG,0.009076764
DDI2,0.004539528
RBM27,0.000455231
RELL2,0.087641556
NDUFA5,0.002615846
PRKAG2,0.000345547
SECISBP2,0.026867171
AIM1,0.220858506
ACBD5,0.007485213
PPIP5K2,0.010058672
VSIG10L,0.025623916
ANKRD13B,0.046780662
ATG16L2,0.157287835
RAD51D,0.020190619
ARL5B,0.021856807
SCAF11,0.001556963
DENND4B,0.035446892
CEP162,0.004093257
RB1,0.005749466
WHSC1,0.004071966
CEP112,0.103176782
ASMTL-AS1,0.543249838
CDK13,0.000837621
PMS2P1,0.000251083
TMEM38B,0.000426774
RNGTT,0.092916115
KLF3,0.108192525
RBM26,0.04162735
PUM2,0.00150606
HSD17B6,0.051172476
SLMAP,0.008727128
SOX13,0.014986839
SMARCA5,0.019056675
DGKZ,0.016723765
NIPAL1,0.090019159
GLTSCR1L,0.024508965
NFYA,0.002307284
ARSA,0.114657314
P2RX4,0.013097412
STAMBPL1,0.039180053
THUMPD2,0.024167041
METTL14,0.00497963
SORBS3,0.045745763
GPR180,0.005528944
CCDC92,0.034498941
ESYT2,0.004448848
FLVCR1-AS1,0.072538778
SLAIN1,0.004660506
TLE2,0.004961594
HEBP2,0.001263308
GPX4,0.003795181
KGFLP1,0.171027892
SAP25,0.475785562
AACSP1,0.056740588
MMAA,0.000386812
TRNP1,0.026996622
ZNF93,0.060823482
ASH1L,0.040773192
ATG12,0.001273738
TRIM3,0.158935481
CNOT2,0.000476752
LINC00630,0.06130899
RAPH1,0.166218223
CHRAC1,0.002641469
USP12,0.004985713
NAV1,0.020297465
SFXN3,0.041366672
RAD50,0.000686909
SH3BGRL2,0.018225235
HNRNPA1P10,0.014689979
PPARGC1B,0.119598404
NEK3,0.045548313
KCNQ4,0.01454323
RAD54B,0.118496932
GSK3A,0.001850757
LBR,0.025357422
CXorf38,0.01325384
DYRK2,0.009877195
NRF1,0.012158788
EDN2,0.375834911
POGZ,0.020158285
CD46,0.040158321
MAGOHB,0.119638762
EMP3,0.153736864
CASP6,0.031724734
FBXO5,0.011867599
RUFY3,0.036173128
CALM3,0.068717513
DENND5B,0.018739475
MYL6B,0.003310563
TMED8,0.102762915
CPNE2,0.004929552
ZMAT1,0.129671475
LOC100271836,0.105428985
ECHDC2,0.012743455
LIMA1,0.059529181
STYK1,0.006869975
FOXRED1,0.114816263
CCDC77,0.080300397
RARS2,0.012766074
ARHGAP21,0.041348048
ZNF250,0.025893419
CBLL1,0.01214434
SETD1B,0.007907905
NCKAP1,0.031496276
CDKN2C,0.096081975
DUSP16,0.086027239
ZNF595,0.001816492
MON2,0.024293218
TRRAP,0.014299031
MTFR2,0.073831386
TTC17,0.080014086
TDRD7,0.048191834
REPS1,0.01734309
BCAT2,0.009126604
NAA25,0.012422197
FAM160A1,0.035862433
PSMD5,0.013154706
FOXJ2,0.071970113
RFC2,0.072634803
BTBD3,0.005612373
HTRA2,0.001130785
RAD21,0.001684893
FAM177B,0.280543943
LCORL,0.017015829
CEP57L1,0.001229708
ANXA4,0.01065123
ZNF518A,0.025924405
MTR,0.007761128
SMTN,0.045876388
TMEM56-RWDD3,0.093766894
CKMT1B,0.057332531
GMCL1,0.02890825
CGGBP1,0.001900174
SCCPDH,0.001084012
PNISR,0.163997702
LINC00888,0.128221246
MLLT10P1,0.13991125
CRNDE,0.031934447
UBE2E4P,0.255160047
STRN,0.003343924
MYC,0.055080195
LAMTOR4,0.009662886
POLD1,0.095183619
PBXIP1,0.093337158
FOXN2,0.01992717
PAN3,0.006468992
SYNJ2,0.018811661
RRAGD,0.044841248
IFT46,0.071373221
SELM,0.041959982
PIM3,0.010003348
RC3H1,9.44E-05
PCNT,0.03832838
PI4KAP1,0.237562717
MED12,0.029088343
C1orf131,0.000282716
NUCB1,0.023635646
FAM72A,0.17047225
DUSP11,0.009438132
FDPS,0.065129989
NUP210,0.028340536
FRS2,0.001664061
CWC22,0.00054364
C21orf58,0.192043944
FERMT1,0.142518811
PSMG3-AS1,0.057719092
ZNF184,0.155902818
ASNS,0.259932935
FAM45A,0.014667918
ARPC1B,0.00629174
EFHC1,0.109322464
TAOK1,0.001420163
IQGAP1,0.015244297
MTHFD2L,0.021244279
KITLG,0.044125416
PTK2B,0.025204103
LOC100190986,0.213191951
RECQL,0.014613343
ZNF330,0.000481697
FAM189A1,0.040972496
BRINP1,0.314243448
DPF2,0.122544788
FZD1,0.057517808
RPL13P5,0.125251784
LSM6,0.0037728
DDB1,0.04594062
MIS18A,0.157654673
SDHAP2,0.064042993
TJP3,0.035085592
ATP6V0A2,0.013359812
KMT2C,0.09333734
COX15,0.005036642
ZNF687,0.005248434
MST4,0.039534235
URB2,0.047132075
TOPORS,0.009726953
USP34,0.039993488
ATF1,0.000432504
TMEM143,0.145236275
SERAC1,0.025149139
SCRN2,0.002149493
RPIA,0.066260924
ZNF84,0.082810285
RNF219-AS1,0.060230185
LUZP1,0.036438616
PHACTR4,0.004287634
LEMD3,0.039969723
ZNF512,0.018172878
PSIP1,0.002228795
PIAS3,0.023188164
MBIP,0.000781339
KIF24,0.088820158
FANCD2,0.143470024
AGFG1,0.003468875
SLC29A1,0.118869067
SYCE2,0.028957083
RHEB,0.001547758
ZNF730,0.1815858
EZR,0.000376466
KLF10,0.046115062
DARS2,0.077878187
ATP6AP1L,0.086404361
LASP1,0.073167162
FGD1,0.052036377
ZBTB11,0.005464929
ARHGEF38,0.184074263
LRP6,0.034285133
ADCY3,0.07161711
NCAPG2,0.057369398
ZNF638,0.005084425
ZC3H13,0.013151209
