gene,fc_1,fc_2
C6orf174,623059898.9,0.45297627
FAM108A1,2.853776408,16.82698163
SFT2D3,0.159448135,0.216088013
NARS,0.649675695,1.749181932
ERBB2IP,0.380630576,2.061495683
ANKRA2,0.611830291,1.497002871
PDCD2,0.530992103,1.133031827
TOMM22,0.882173558,1.033830219
PSENEN,0.286273467,1.309704141
ELL3,0.397460908,52.12424967
RPL23P8,0.00103475,0.001387351
MLL5,0.302882151,0.316926112
RPS26,240.9581969,719.0904767
ARMCX5,0.321999884,1.229464198
LSM3,2.049630244,3.36199985
FKBP1A,0.342317243,0.382371062
LIG4,0.508798004,0.74757924
ZNF3,0.59362997,0.662298727
LARS,0.414635653,0.622820526
COPA,0.974550186,0.924130842
C3orf23,0.390320894,0.922243149
KIAA0776,0.230119302,0.79607948
FAM178A,2.180855049,2.332646987
PTPLAD1,0.34046702,0.703833065
C1orf229,17375562.09,2.625884607
ZFP161,0.732410097,1.042850018
RAB18,0.244632392,0.628851296
PPCS,0.246420571,1.067912611
TPI1,2.608529003,6.584969288
RAD21,2.098180175,0.804364846
MYO1C,0.592130724,0.900456649
RAN,1.358269869,1.475690937
KIAA1467,0.945615136,1.293924579
PGD,2.324031612,1.670085612
LOC100170939,0.313073374,6.540124577
ATP5F1,0.778776148,2.008189059
LOC100125556,0.518227872,1.267888521
MPZL2,0.209665477,0.96017557
SNHG5,6.365829279,0.69948454
HINT1,0.245060717,0.755342141
MRPL51,0.881386855,2.259248849
RPS7,12.0157998,9.378199738
COX6A1,2.173222002,7.695902379
PROSC,1.019200648,0.572009437
APOA1BP,0.439867212,1.375325752
SNORD19,0.195557688,0.205844124
NAP1L1,4.038783618,1.081134894
SPR,0.895233255,1.242869655
FAM125A,0.737625555,1.715713634
C2orf79,0.348672751,0.403470555
CNBP,0.843057943,0.72630929
PPIB,0.8368395,1.295824776
SNORA47,0.63447605,0.582112343
BTF3,0.920598723,0.690918225
HSPA9,1.168714821,0.49060734
GOLGA7,0.915260043,1.674965953
DDOST,0.889101054,0.988193726
HRSP12,0.199411604,0.335998254
VEZF1,0.62069692,0.713366322
NCRNA00292,1.500107752,30.68449219
CAMK2N1,0.003342501,0.007754094
CSDE1,0.54972694,0.860269109
ICT1,0.449586182,0.716887782
PCDHB5,0.019709884,0.136984372
SUMO1,0.872489415,1.082448236
PIGY,0.348805757,0.54571681
CALCOCO1,1.022434118,0.489878952
CSNK1A1L,0.008070637,0.01076555
C19orf46,0.239270582,0.461035852
GHITM,0.512311055,1.930906785
DDIT3,0.954156706,2.366038058
MTCH2,0.232901884,2.365460394
GLO1,0.144998219,0.54891426
XRCC6BP1,0.465697435,1.475216204
FAM120AOS,0.127823558,0.607036907
TXNIP,0.320956508,1.521544086
NCRNA00219,1.04771512,0.18042849
TMED10,0.230993826,0.901029545
C6orf155,0.612242103,0.269060962
UBL4A,0.406505128,0.53936272
CCT7,1.205045277,1.168438293
CCNA2,4.195857481,22.90335488
SPCS3,1.448880854,5.036274514
RER1,0.280109492,0.583755653
ZMPSTE24,0.249740386,0.523327997
RPSA,24.21838235,14.62308566
ERGIC1,0.158126895,0.206750183
OSR2,0.166704953,0.17440984
DICER1,0.572834252,0.584207105
CARKD,0.350682094,0.07345407
SNRNP70,0.641414808,0.551552574
PTPLB,0.566567249,0.413371345
ILF2,2.153657597,2.795982186
MIR320B2,28946919.1,0.312398734
DUS1L,1.120087853,0.903248379
MYEOV2,0.289905695,0.810330032
C17orf70,0.243080308,0.355281239
ERBB3,0.621732096,11.65695572
PGRMC1,0.489283226,1.66994093
C6orf72,0.499103478,0.937816019
YDJC,0.766405743,0.840142935
ZBTB1,0.448292279,0.699388221
FAM18B1,0.456778239,0.710676365
PEX10,0.305511852,0.515992523
SLC39A1,1.108036624,1.352804651
COX4NB,0.363133136,4.319735613
TROVE2,0.959389896,1.566309639
LOC728554,0.435814276,0.999057314
CCDC109A,0.22932941,0.86829103
C14orf1,0.122900192,0.530222639
ZNF322A,1.118132785,1.571116733
PRDX3,0.316169404,0.585512853
PPP1R2P3,0.007846454,0.017153685
LOC154761,18947367.06,25.37368616
MRPL32,0.825975331,1.298393505
C6orf120,0.436597024,0.738345187
SNORA2B,0.49541281,0.13508004
HIGD2A,0.69153083,1.250421358
SPCS1,0.511554363,1.412085632
CCDC111,0.51619893,1.305830225
NDFIP1,0.283380253,0.361317677
C19orf70,0.244136703,0.964871143
MRPS23,0.516797964,1.115632257
MRPL40,0.25178233,0.920864778
EIF2A,0.374098658,0.414850123
VPS4A,0.444552826,1.628267646
USMG5,0.768038374,1.990586205
C18orf10,0.380299343,1.111847164
BSG,0.303313351,1.03459315
TMEM30A,0.704527774,0.655667189
APEH,0.429371881,0.894391173
COX7B,0.811081009,2.627174636
NAP1L2,0.271295623,0.483623837
HIST1H1E,4.637918774,3.732436572
SNORD4A,37236881.57,0.505788421
TTC3,0.991961771,0.467414254
NOL3,0.513380413,3.130840924
ZCRB1,0.820523966,1.251741364
LOC283914,11015911.5,14.75214368
THAP7,0.322880109,0.60961141
CLIC1,0.844341339,3.513502877
SHMT2,1.331071059,1.777786063
LSM4,1.970353226,4.590831951
C6orf108,0.382114516,0.833297805
C12orf23,0.175347309,0.39793511
SNHG6,1.250262634,0.279445152
SNORA74A,0.100040395,0.207616205
COPB1,0.316225736,0.560750909
C4orf52,0.513917189,1.120568272
PEX19,0.25609225,1.101244202
BTBD6,0.709641657,1.547272972
TTC19,0.36004513,0.395813704
ARL6IP1,0.532903766,1.146251579
C12orf47,0.688637523,0.813476367
NSA2,1.750393929,2.188164412
POGK,0.954766336,1.462962012
RPL36A,0.909716838,0.787168417
NPM3,0.982593676,1.36266662
SMCR7,2.236807439,6.623307134
HBXIP,1.58741427,1.606581419
METTL3,0.731442582,0.983076259
LOC644961,47.18910471,44.93106858
UQCRFS1,0.961574377,2.844401214
CLEC2D,1.038085377,0.722855983
C6orf125,0.376218643,0.916339316
HADHB,0.294463623,0.673348696
C19orf63,0.230607336,0.682465541
LOC100272216,657429539.7,176.0817599
GSR,0.728394781,3.806902589
GLTSCR2,1.869198845,0.214054112
GRPEL2,0.698596013,1.101563725
RPS6,0.80807067,0.490251512
CNPY2,0.509494031,0.838724867
XRCC6,1.371940159,2.840366368
RDBP,0.718590402,1.504918548
PARK7,0.490304143,0.938777308
ATP5H,2.056102801,7.0174997
RPL10L,3.59E-09,1
LOC144438,0.59222583,0.889751533
ALS2CR8,0.557528169,1.097715468
CREBL2,0.483608842,2.283870208
HIST1H4J,0.338966846,0.196695628
IPO5,2.557628926,0.793500787
SMARCD2,0.834033863,2.310818919
HDGFRP3,0.541994869,0.331462642
PGCP,0.087162856,0.20608991
SNORD91B,35888940.19,1.517365222
TMEM141,0.20456648,0.747891615
PRKAG1,0.281603071,0.676235227
TRIM27,0.642171563,0.66305227
VAMP3,0.239343533,0.402663616
SUPT4H1,0.57000761,0.7766159
IFRD2,0.640098769,0.491146284
IDH3B,0.883592907,1.749167411
HIST1H2AD,0.577159445,1.858772402
PPP1R11,0.245223132,0.424046383
RAB39,728812639.7,0.805948014
LOC255167,23353731.26,0.195466155
CLTC,0.318010244,0.760759407
MYL12A,0.648184841,3.814637053
SOX9,1.99838545,0.078611861
METAP2,1.202642082,0.690720097
C1orf103,0.397584951,1.127893863
NAT9,0.415861874,0.488156877
LOC407835,0.004930426,0.009896631
FAM122A,0.422878685,0.707469281
PIPSL,0.012846284,0.021369391
ITIH5L,1.242877678,1.298190185
DNAJC19,1.530137616,2.578737093
IARS,0.609771787,1.353153396
C14orf118,0.55780502,0.679081276
C5orf43,0.389734734,0.903254235
LOC100192204,1.864316278,0.463639431
CETN2,0.397815035,1.526397177
C1orf31,0.384330225,0.808882596
ARF3,0.330517088,0.975393317
EFHA2,0.223455699,195201935.1
C11orf67,0.226878083,0.39653812
FASTKD5,0.281496307,0.76593226
HMGN1,0.973464021,1.600443015
CDK16,0.321771782,0.986060474
VPS52,0.486383863,0.612512114
PDAP1,4.502601778,3.294360596
NCRNA00281,1,1
TMED9,1.048080878,0.724655412
CISD3,0.723235462,1.275075409
KIAA0247,0.095855326,0.381414216
HTATSF1,0.813372225,0.874604289
MED11,0.726498712,4.004938739
RAB4A,1.080809699,0.83058331
KIAA1715,0.577994816,0.672842515
TSR2,0.75982035,2.75413108
KRTCAP2,2.013194053,4.400873935
C14orf101,0.750791153,0.953390208
TOMM7,1.407641561,2.045941616
STEAP1,0.217742898,0.726699581
RG9MTD1,0.526620712,1.064024723
SNORD70,25323933.19,25323933.19
LOC162632,9.200522629,56.0581791
MINA,0.870273171,0.774047403
TOB2,0.560407592,0.675500594
GCET2,4.745530308,0.485953615
CDK2AP1,0.35811331,1.399852841
SNORA32,0.633748943,1.291738294
RNH1,0.506874066,2.019077316
TMEM14C,0.407339941,3.628895844
CALD1,0.098677147,0.734670924
KARS,0.615732496,1.148320445
FBXW5,0.276525432,0.533153519
NXT2,0.20037049,1.029599173
LOC100190940,19388003.48,0.249651984
NOL7,0.625178647,3.16040174
CD46,1.744051917,0.957246187
MRPS7,0.492684095,1.213875873
ZNF436,0.410600138,0.518716345
LOC401127,0.034505592,0.040613245
PCYOX1L,0.535115365,1.507904442
SNORD76,3.557165305,5.18466182
MRPS18B,0.680560963,1.420172399
ATP5J,0.766566176,0.683806102
HP1BP3,2.336059265,1.042902094
VTI1B,0.543951757,1.686949043
ADPRHL2,0.476459158,0.954685375
CUEDC2,1.244007627,2.127790002
GMFB,0.422355162,0.97579202
AURKAIP1,0.612306892,0.839102132
PA2G4P4,0.302489931,0.489340013
POLR2C,0.478526737,1.305282002
ZNF460,0.296240593,0.595007154
FAM21A,0.911167251,0.642733607
RNF181,0.302105037,1.454003943
PABPC1,1.274581253,0.224800448
PNRC2,1.988191466,2.064328308
LTN1,1.342146526,0.206701181
HSP90AA1,1.291929642,1.108454519
SNORD41,11.02076205,7.125996771
NUDT16L1,0.194428929,1.39618676
CALM2,0.798213886,2.110864598
LOC100129534,0.682741352,1.659253075
VPS35,0.561445894,0.794369737
COPB2,0.894092634,0.89105429
HIST1H2BD,4.856368813,13.19748736
PSMD4,1.563558871,3.237427627
C1orf116,1.502052956,0.56932985
COMTD1,2.056549367,3.119521494
C1orf201,0.46933845,1.551463331
C14orf2,0.696532676,1.323022537
ANP32E,9.237439298,12.49429869
RPS19BP1,0.595535719,1.371198745
HDAC1,1.12187379,2.587292627
UAP1,0.278560486,0.449607053
SNORA61,1.606419969,0.630432307
TSPAN1,0.28247223,0.224367499
SLC25A38,0.582411312,0.749104439
PTAR1,0.682898561,0.744812539
C14orf79,0.380962527,0.793026281
KRT18,0.842440619,1.608722088
C9orf156,0.410690037,0.678558873
UQCRC1,1.635307427,2.625583162
HSPD1,2.125931107,2.632380722
ZNF830,0.60997623,0.384782872
PEX12,0.162901456,0.201675132
TRIAP1,0.849078242,1.191050137
NDUFS5,0.50305677,2.977955096
EBP,1.150783281,6.644373617
ATP6V1A,0.477581891,0.964220334
TCEB3,1.011458453,0.656791163
SNORD12,1.135898902,0.902316711
C14orf119,0.175295937,0.7133324
UFC1,1.660225042,2.267151131
KRR1,1.412554796,2.158413114
TPI1P3,2.711732278,2.360345262
SLC25A39,0.553816056,0.62023909
ZNF440,0.430874406,0.767598773
VWA1,0.044874423,0.069260821
TRAM1,0.359485224,0.836771771
LASS1,2.026738117,0.32014144
TMEM5,1.269191691,1.204951094
C14orf147,1.554012574,1.190676125
SNORA26,1.476715607,0.491902377
C17orf71,0.3904468,0.78142972
CCNDBP1,0.664317318,1.066989929
ERGIC3,0.310471219,0.409953443
FAM32A,0.623608643,1.009495396
SNORD10,1.367043712,2.895794781
PSMD7,0.585510388,1.068076875
RPS13,1.445835093,1.269852845
MUDENG,0.399471861,0.941007083
RNMTL1,0.47878306,0.509449666
RPL36,1.659257166,2.155572764
USO1,0.779959663,0.600834526
PRR13,1.536689158,7.422820464
RLIM,0.629041515,0.619423431
PSMD6,0.285735552,0.499965031
RRP36,0.605058277,1.858600866
LOC100129361,0.426779003,1.30210553
MTCP1NB,0.292088292,2.078130629
C17orf89,0.648363881,1.634785049
LOC100289373,0.364075304,0.204531973
OAZ1,0.30574553,1.432838181
KIAA0196,0.466414542,0.403580461
CIRBP,0.384196644,1.546730589
PPAP2A,0.456067967,1.726664671
MRPL30,0.514310851,0.902601246
UNG,1.660601735,1.40306658
GABARAPL1,0.116494511,0.810805861
ZMAT2,0.464443972,1.693922256
ID1,0.338462742,2.397226336
CPSF3L,0.542282513,0.533887771
CAPNS1,0.251422378,0.405917606
LOC388564,0.44995574,1.341105642
LMAN2,0.567297693,1.347915617
ADAM9,0.310786183,0.685935442
TKT,1.690722011,1.581076473
PABPC3,0.003017511,0.000754105
ACBD3,0.946604373,1.218184161
MTX1,1.753551904,6.627124796
ADH5,0.67509893,1.321390243
SEC61G,0.468956534,1.344517227
C1orf168,0.776798595,0.133011302
CPNE3,0.128709375,0.575846383
IMP4,0.539946891,0.788241688
CCDC47,0.779709363,1.142905554
DHFRL1,0.366718313,1.915192968
METTL5,0.299208508,0.532655181
CCDC46,0.508449986,0.544695218
C5orf15,0.235387227,0.66794066
C1orf107,1.576739477,0.736098729
MORF4L2,0.22788072,1.156953824
HEBP2,1.502207648,2.678294826
SNORD115-20,1,1
SURF4,0.402078457,0.865049362
HIST1H2AK,1.621144877,4.160866211
LOC400027,0.785617556,1.642703161
SLC5A3,0.735335301,0.366795229
RAB5A,0.650685196,0.504990877
THOC4,1.744700491,3.90449066
PSMD13,0.332774,0.970956165
NUDT12,0.063703373,0.321797809
PSMC2,1.089345382,3.235280729
MRPS34,2.144605004,4.594375523
MGAT4B,0.390035816,0.340965366
SNORA58,3.423563217,1.954056878
LSMD1,0.66689719,3.227671315
YWHAZ,1.908972281,1.783826518
ALDH3A2,1.639117814,2.360132281
SSNA1,0.497029277,1.39568281
JUN,0.360109447,0.982856983
UBE4A,0.317199207,0.549783551
SYNCRIP,1.391613105,0.569770439
SUMO1P3,0.05107717,0.056443058
TTC37,0.476903033,0.110405751
RBBP7,1.29564412,1.075635199
HNRNPUL1,0.714487654,0.373192394
OCIAD1,0.356932328,0.397922285
C3orf31,0.524401359,0.422868518
XPOT,1.224059632,2.64052339
C10orf57,0.973940653,1.19827378
G6PC3,0.284871596,0.484687394
NPRL2,0.633456577,0.716642502
PPP2CA,0.633467223,0.921713734
TMEM69,0.370304544,0.469735103
MRPL4,0.53030314,1.103380889
RBM22,0.871262254,0.940484931
PPP2R4,0.247629533,1.142370552
KIAA0368,0.651182344,0.210011815
LOC91149,0.677933395,0.272347683
MOBKL3,0.67189341,1.461678463
AES,0.178800954,0.750972657
EEF1G,4.695706495,4.0713376
XRCC5,0.679156286,1.074310989
PSMB1,0.302723685,0.674384556
TAF10,0.09741564,0.747137931
SSFA2,0.221943252,2.132277638
CCT8,1.367090187,0.666136692
MRFAP1L1,0.499635101,1.504777019
RIC8A,0.377889995,1.008608587
ICMT,0.472082609,1.002210377
LOC100499484,0.91065669,0.361277442
GPS1,0.3296799,1.008288855
FLJ45244,1.440608284,2.380348836
HMGB3,3.881539314,20.7562247
LOC728024,0.010899252,0.029357543
DEK,1.312954193,4.298091185
C19orf52,0.272826823,1.12652874
ST7OT4,0.124337117,0.34906525
MURC,49791916.46,6.667976508
VPS25,0.18138829,1.047653545
PSMC1,36.65010987,96.44477647
PNMA1,1.258285311,0.309243187
ARF4,0.2250294,0.754184194
ULK3,0.477615506,0.241849317
UBA2,1.97859023,0.595605416
UBE2D3,0.51642244,0.992962789
AKAP1,0.662236488,0.543329734
CLEC4GP1,28543831.6,28543831.6
C16orf13,0.425072677,1.555077535
LOC100128252,0.347979643,0.747498999
C14orf142,0.439474213,1.235580148
HMGN2,28.83894118,34.33489405
OBFC1,0.401615329,0.620199475
DUT,1.551815287,2.120383803
CDIPT,0.28825705,0.91280221
GLT8D1,0.549007283,0.712468455
UMPS,0.901121236,0.967093113
MLF2,0.287774458,0.990611507
VDAC1,0.616277766,1.10335109
SNORA5A,2.881216575,1.350390222
NAA10,0.747631439,1.218994445
TAF11,0.437430695,1.256960302
RBMX2,1.314769111,2.007903358
PEBP1,0.490317455,0.970241346
TPR,1.95959422,1.604025512
SLC25A6,1,1
C20orf108,0.120107085,0.229111524
UFSP1,0.371982892,0.906587417
C9orf41,0.428286781,0.590086484
TXN,0.266091926,0.247010274
C6orf64,0.313704914,0.650046885
MSTO1,0.519748912,0.782999399
C2orf47,0.463190233,0.586428924
RPS27L,0.432353071,1.765536857
PRMT1,1.559629433,1.766514743
C12orf48,2.235810367,5.638923979
TMX1,0.615068292,0.750029735
C5orf35,1.551424308,2.340676371
LRRC58,0.430470205,0.849251177
EIF3A,1.157455198,1.368455852
CD59,0.143769793,0.405067477
GNN,3.403790097,7.484780732
DKC1,1.645416383,0.740276719
PHF23,0.501040236,1.821571312
ZNF121,1.012019119,1.692031476
SRPR,0.304350993,1.03233707
TTC30A,0.059869439,0.51664226
NUDT8,0.043174619,0.523284264
C17orf76,0.349034978,0.543088451
EXOC8,0.907625005,2.358119176
TIMM13,0.964675455,0.74573322
MOSC2,0.079475235,0.18139696
C14orf143,0.156480056,1.813685725
ACCN2,3.982858131,0.721704288
MCL1,0.584046165,1.118676508
ADAM15,0.390079215,2.251701817
PIH1D1,0.804995548,1.193285999
ATP6V1C1,0.456412813,0.507657165
FAU,1.633179724,0.701249463
C12orf26,0.330562525,0.909010511
MIS12,0.317842649,1.731455568
CES3,3.601520519,40.60353483
C19orf61,1.618606328,0.460803061
ENSA,0.876070502,1.991026065
FAM59A,0.119906575,0.173849845
ALG3,0.443032063,1.052126886
09-Mar,0.632341308,0.794251429
MLEC,0.645879996,1.196326788
EIF4G2,0.250125154,0.695106725
PARP3,0.193599092,0.869018151
EPB49,0.414884533,0.792292844
DDX28,0.443264093,1.543303098
RBM5,0.746058063,0.486938519
VMA21,0.263692259,0.50997343
PJA1,0.209022316,0.315530118
ZNF511,0.295379673,1.081825219
ASNS,2.653906372,2.872273334
ZNF271,0.561671884,1.01894203
PCNP,1.416191194,1.289125417
PDIA3,0.849439859,2.149038257
WSB2,0.361264364,1.293479485
HIST1H4K,4250513.09,1.770259131
PQBP1,0.94595346,1.316435598
TIGD2,0.18065455,0.492609077
ATP1A1OS,0.341827136,0.758229408
FAM116B,0.40735467,0.951080569
CNOT7,0.781571602,1.22206008
TAF13,0.17877218,0.921225445
LOC729234,0.754474177,0.946882964
PVRL3,3.241368616,0.519865061
RNF11,0.121082394,0.724908633
KIAA1430,0.308024127,0.349219999
HIATL1,0.40632715,1.819938188
RPL38,1.507162156,1.131366541
GNL2,0.475078851,1.211572765
EIF2B1,0.568490512,0.914551996
THAP11,0.301931413,1.051228143
SNORD89,1.864316608,0.708103781
TMEM48,1.077613914,1.026732614
MEPCE,1.023823308,1.61596276
NOP58,1.260256675,0.782618774
FAM54B,0.593017642,0.642086443
UTP15,0.550579097,1.259145992
API5,1.047304615,1.517863857
CLK1,1.148869554,0.406658957
TMEM54,0.232049607,1.319811746
LGALS3BP,0.00398785,0.008807277
SNORA54,0.745726645,1.180172966
TSTD1,0.493565618,1.049746127
SMPD2,0.310004321,0.663560293
ILK,0.280766725,0.986849396
C3orf17,0.454882715,0.555249407
FTSJ1,0.663331676,1.653281935
DAZAP2,0.960467917,2.741538029
CYB5R1,0.339771168,1.311648373
MRPS26,0.524470798,0.541347779
ETF1,0.570604554,0.68532379
LOC220594,0.312206134,0.625849304
SELK,0.706141998,2.213911693
MBD4,0.532329081,1.125498843
NGRN,0.387502578,0.632348105
LOC349196,881273.8401,881273.8401
RFWD2,1.037523525,1.727984597
C15orf52,0.135244275,0.523784639
LEPREL1,0.019290788,0.05817755
LOC151162,0.198849252,0.166687124
GCN1L1,0.506182319,0.441661582
C17orf95,0.241737751,0.572917046
JAGN1,0.601641676,0.512010978
PAIP2,0.930093492,1.082839114
ERH,0.475072369,1.097874061
ANAPC13,0.248955878,0.826226264
KLHDC3,0.74801577,1.123571216
OAZ2,0.202720743,0.500843968
PPP1CC,0.720304146,0.833020884
CYB5D1,0.726236062,2.569634729
NHP2,1.803670814,1.715164113
SNORD34,8.836510062,2.42448577
ZBTB42,0.287980032,0.890972168
TOP2A,10.41319302,10.29402448
UGT8,111.8855781,2.664310507
ACTG1,1.575220048,0.895316859
DCI,0.527051814,3.134834425
WDR52,3.170171758,1.629252699
CXADRP2,7.457261036,12.98188519
PTGES2,0.63428497,0.977135984
SAT2,0.465985205,0.986128356
DNAJA2,0.44046248,1.507639527
CCDC144C,15.10041747,15.67133489
TMEM205,0.414719405,4.316106784
MTRNR2L2,369.6387901,537.5808531
PNMA5,1578747.366,11.21157067
SCARNA12,1.33838821,2.505721787
REREP3,160391657.9,214.7911938
FKBP11,0.549979023,0.266245292
C22orf32,0.81794128,1.224291582
TTC30B,0.19806288,0.732690729
AHCY,0.74509475,0.637092721
PAN2,1.472435224,2.229379832
KIAA1429,0.830698898,0.479861526
SP3,0.384006235,0.486443926
MOBKL1B,0.674518032,0.664057439
SNORA49,3.538030292,1.510329702
PTPN11,1.5183047,1.354922648
C14orf135,0.284166132,0.127681336
LOC643387,0.057560389,0.017242791
HDAC3,0.709692354,1.050851331
TRIM28,0.618442953,0.754802275
CKS1B,13.18305339,3.967917906
ABT1,0.750639206,0.685146011
HLTF,0.793420868,1.393893932
PLAC4,9.378052665,0.484922635
C8orf47,0.299088258,0.104132923
C4orf10,0.169483329,0.609409216
TM9SF1,0.393236336,1.037559111
RPS2,9.294152205,4.636789454
GOLGA4,1.32152327,0.636652767
GNS,0.211804646,0.41757297
CALM3,0.751362935,1.020580279
C10orf137,0.491095974,0.635275913
APH1A,0.400765164,0.825663647
IRAK1,0.337432873,0.252730099
SUMO3,0.287965536,0.236376346
GPS2,0.843200639,1.861471542
C2orf24,0.950695544,1.044838706
APPL1,1.542121026,0.753316067
ACAD8,0.468019028,1.238533162
C1orf144,1.062986076,1.443693526
SLC25A3,0.690459291,0.673940879
MST1P9,15.18570402,4.895532117
BTG1,0.829686078,2.726508016
ELMOD2,0.498746552,1.839615919
HDGF,1.419271983,1.781851668
C12orf11,1.200956704,1.383500976
SGK196,0.386402224,1.147879677
FDX1L,0.536316517,2.249225742
SEC61B,0.195102906,1.217053364
SNORA1,0.165349591,0.110296541
SLC25A11,0.24329382,2.222903415
KRT8,0.917064069,2.799041274
NFKBIA,0.38240766,0.927828292
TMEM203,0.286779709,0.547395341
CDK5RAP3,1.698463437,1.389115536
PTP4A2,0.827465074,1.305046724
HECTD1,0.276675868,0.700879391
C14orf129,0.262643039,0.972396037
RPF1,0.495028393,1.413842315
PRUNE,0.450308843,0.490359386
NOLC1,1.744688565,0.661981362
CIB1,0.498856594,2.789499643
HCG4,0.007449821,0.472069328
FLJ42709,95.92753941,35.78452701
LOC400680,150697656.7,4.804989818
USP22,0.282932493,0.603698427
ELOVL1,0.405692378,1.63972843
C14orf169,215030574,14.39810931
HARS2,0.36339002,0.971604506
C1orf85,0.438778996,2.268384398
C14orf138,0.753020864,1.150668642
TXLNA,0.337750853,0.688764814
METT5D1,2.864964747,2.25206202
AP1G2,0.328861963,0.519044135
C21orf34,0.154056069,0.106546513
ARF1,0.839251267,4.198197815
SNORA55,25.53731047,5.200554651
MID1IP1,0.155587274,0.889989262
C15orf17,0.275801501,0.466635757
TM2D2,0.146736666,0.416725094
HSPA5,2.098124097,1.48484923
KLF10,0.457440444,1.708792086
ARMCX3,0.220856811,0.79968734
SHROOM1,0.737214485,1.163381881
KHNYN,0.389277781,0.675146826
TMEM208,0.773035927,1.315261948
TTLL12,0.350474788,0.385661322
TMEM109,0.228728236,0.686124056
CCDC123,0.431412109,0.607920899
SET,2.937787147,2.221398441
FAM21C,1.0948623,1.07278387
INSIG1,0.536352225,2.398105518
PGBD3,0.300550439,0.4616559
ABHD10,0.757296766,1.736270055
PHF3,1.152131366,0.657817234
ARPC3,0.731794714,1.576149732
CWC15,0.487649759,1.068740327
SETD8,2.174816099,3.863358496
TSPAN3,0.244128708,0.173929122
GRSF1,0.346657069,0.40189748
BCAS2,0.345658839,0.621128952
VGF,752.6745688,3.457221721
SOD1,0.536587124,0.926409932
LOC100506046,0.644036675,0.560582189
ZNF32,0.135801371,0.687981021
ZKSCAN1,0.694548256,0.652071223
C14orf104,0.529069619,1.022686954
CTDSP1,0.426538013,0.658102688
C19orf48,1.592401017,0.320976726
PEA15,1.085557199,2.450141688
C12orf32,1.370677902,1.728110416
CTSL1,0.316499755,0.698951419
LDHB,3.262522049,1.035910651
CHMP2A,0.380528398,1.438355923
ATP11B,0.052172165,0.067079037
LIN7C,0.338829146,0.531520051
RPL39,8.01325038,29.43688494
TOMM6,0.371486567,0.650341795
SNRPD2,2.363916286,1.416950252
CDC20,8.863977636,34.29057421
FLJ40852,3.186286528,2.175220749
NDUFB8,1.606006417,2.602763497
PLEKHA9,1.228365405,1.765789092
PCDHB11,2.149192803,0.397391579
CD276,0.158875895,0.175438159
AAMP,0.978463111,0.824382333
SELO,0.524384316,2.321862015
TMEM167A,0.89328209,2.597471334
GNL3,0.484471725,0.342531603
SLK,0.721824281,0.762586348
SMA5,0.668108196,80.25165567
NUDT21,0.958396447,1.446443559
MARCKSL1,0.286876693,0.505211952
TMEM167B,0.518187383,0.993060074
CDKN2AIP,0.51797801,0.764895343
CMAS,0.565796534,1.926339333
SLC39A7,0.50601388,0.641820578
CXorf26,0.495757401,0.42267252
TRMT12,0.389878649,0.593348887
LOH12CR1,0.451249364,1.030232959
TAF6,0.39013759,0.811877614
ADCK3,0.80533602,1.279289056
AKT1,0.297091716,1.17947298
RNASEK,0.305698393,1.390317724
RABAC1,0.677933316,2.009220063
C3orf78,0.954535974,1.732962787
JUB,0.398383226,4.348565219
CCNC,0.379836089,0.531973567
MGC87042,0.33896669,0.465857788
LOC283050,0.284387284,1.825580025
DDX3X,0.837686726,0.71018944
PDIA3P,0.014608126,0.037356657
TMEM55B,0.650752026,1.921321581
TTC35,0.607365096,0.904182005
YWHAE,1.209516896,0.593481532
CHMP2B,0.549858959,1.195485155
ENY2,1.534493558,0.899680853
VPS72,0.775488364,1.63843161
TMED7,0.207865591,0.67536973
FLJ33630,0.298422662,0.778176551
ACOX1,0.155685505,0.32268866
FAM91A1,0.879673149,0.967345037
CCDC45,0.953978015,0.559436505
TM9SF3,0.428962275,0.258988013
ATP6V1G1,0.59319165,0.361679139
SLC35B1,0.345573637,1.293031033
FAM21B,0.112989113,0.147521906
RBL2,0.394953704,1.368506646
TMEM33,0.330762025,0.43395777
ZBED1,1,1
CNDP2,0.287603352,0.326596543
KLK3,0.055654314,2.543719376
FAM40A,0.501507295,0.707642776
RPL35,2.344443234,1.527352691
WDR46,0.797895732,0.928423278
ANKRD56,0.08255007,0.877365431
ERLIN2,0.25965979,0.726499959
ZHX1,0.519159931,0.595640242
SCARB2,0.312241015,0.233329966
RPL31,2.820448406,1.531672837
APITD1,2.131723633,6.862786533
C19orf50,0.333086194,0.9913953
RABL5,0.506341983,1.263268925
AMZ2,0.219393833,0.768998325
SNAPIN,0.443785578,1.554686054
LOC550112,0.201137803,0.265843986
C11orf46,0.730281375,0.558007957
C1orf156,0.592071716,1.152558082
05-Mar,0.490349824,0.806631983
SUV420H2,0.830163848,1.994589839
RPS21,3.986734639,0.831022441
DCAF8,0.828521863,1.214982219
TSEN34,0.342432576,0.585346836
TMEM85,0.509294478,1.034961529
MRPS33,0.701817798,1.311353381
C6orf81,0.720304158,0.802517629
POLR2K,0.28882429,0.777893407
PRPF31,1.37132625,1.304946561
NQO1,0.054711262,4.317705619
C17orf68,1.50198573,1.724278685
PRMT5,0.703479424,0.787499473
CDK4,1.230836295,1.500414759
LOC100507217,0.616076263,0.28083114
