Gene,fold_T_NM
TRMT9B,1.015173964
VNN1,0.780407118
PQLC2L,0.995147445
OGG1,1.023510373
VPS35L,0.992485912
BLZF1,1.024965333
AKNA,1.009950452
PCNX4,0.999157981
LINC02616,1.041741338
STMP1,1.022504666
TEX22,1.038661168
UBL4B,1.038334188
ZNF33B,1.004760531
LINC01145,1.108991715
METTL17,0.965331115
ZNF219,1.034777623
TUSC7,1.07118468
PLGLB1,1.023453655
SSBP2,1.041205984
TTC5,1.009852222
ATP1A4,1.041124517
ZNF621,0.999960906
CABLES1,1.020335309
RGPD4-AS1,1.088184782
RBFADN,1.050172167
DLGAP4-AS1,1.056680513
ADAMTS5,1.229422713
SPATA24,1.043730484
EDIL3,1.016569
MIR133A1HG,1.024426434
SH3D19,1.02815522
CCDC32,1.00498085
GVQW2,1.126151824
KANSL3,0.986081228
MAP3K20-AS1,1.054233697
LINC00703,1.073892635
HULC,1.053315753
BANK1,0.94809641
PHEX-AS1,1.064343155
ZNF77,1.023390851
MALAT1,0.942481513
NOL4L,1.034815133
PDE1A,1.044561106
HMGA2,1.087339929
MPV17L,0.998150351
FOXN1,1.038785375
STX17-AS1,1.026841584
GLMP,0.948262077
PLEKHA5,0.936720894
MARF1,0.948825852
ZNF264,1.004093726
ZNF260,0.946086621
ATOH8,1.046497211
NRXN1,1.052858179
FAM13A-AS1,0.908682969
TMEM134,0.99739733
ZNF252P,1.01119995
VPS9D1-AS1,1.047640487
MAP4K4,0.938931077
ZBTB38,0.997762787
DEXI,1.00655482
SNX29,1.042886915
SMCHD1,1.004088104
ZNF763,1.052317718
C2CD3,0.989764372
C12orf49,0.957447706
FAM120AOS,0.960727563
ZNF789,0.993329007
ARF3,1.023824258
DNAH1,1.013753206
PIK3R6,1.025745883
RANBP10,1.011551656
NSMAF,0.978418055
MRTFB,1.013545741
NFYC-AS1,1.070218126
TSPAN3,0.961501962
ZNF252P-AS1,1.102104931
FIRRE,1.033832744
AP2A1,1.034135351
FRY-AS1,1.05269772
NUTM2A-AS1,1.002963871
NNT-AS1,1.044728366
TM2D1,1.011039603
ATAD2B,0.985958191
ZNF790-AS1,1.064853269
TMED5,0.964570222
SORBS2,0.979608815
ZNF664,1.000795074
CCDC178,1.110602657
NBPF3,1.038472923
ZNF831,1.032046333
CARMN,1.062489639
SLC2A1-AS1,1.040872011
MAPKBP1,1.0281552
GVQW3,1.072713783
PNLIPRP3,1.042095783
LINC00565,1.069329703
LINC00683,1.074947884
DMRTA2,1.048986059
NBPF5P,1.063592496
SREBF1,1.002639413
LINC00924,1.086997254
ZNF321P,1.074955254
IBA57,1.023056657
PLK5,1.043790628
RGMB-AS1,1.020786949
LINC00907,1.050665819
OSER1-DT,1.036994745
DESI2,1.001618448
SEC23IP,0.955893301
SLC8A1-AS1,1.052974005
LINC00460,1.042509317
GTF2H5,1.022031651
ZNF704,1.026247604
CACNA1A,1.057888507
TNRC18,1.036216833
CEP164,1.019031146
SNHG9,1.056970625
IFT80,0.98047335
MFGE8,1.06100916
FAT3,1.115397271
HCG18,1.018571605
RPL32P3,0.99405775
THEMIS,1.011797198
UBALD1,1.036618667
MAP3K11,1.031098455
FOXP1,0.968427887
MORF4L2-AS1,1.031080756
CCDC163,1.007980685
CNTLN,1.068207122
PTPRE,0.973893961
C3orf52,0.848578901
EFCAB14,0.976850815
PPP1R26-AS1,1.061841685
CYP4F35P,1.008881328
LINC01018,1.045682236
SIRPB2,0.971275258
C4B,1.003296937
DHX36,0.977350558
EXOSC1,0.953913628
BAHCC1,1.034700413
HCG27,0.957404785
CGAS,1.023588606
PAK2,1.001049554
ZNF611,1.009477946
FNIP1,1.029246791
CACNA1G-AS1,1.057248556
ZPR1,0.973065667
CLEC4G,1.018773701
ELFN2,1.071769828
KDM4B,1.05761762
ABI3BP,0.926039904
BCL11A,0.996844413
LINC00567,1.022443187
DUBR,1.078622821
FBXO9,1.013153749
LINC01550,1.049569459
LEKR1,1.051595577
OPRD1,1.029543895
RRP12,1.039044366
LINC02603,1.045464632
ZNF546,1.076054958
SPATA19,1.041557764
NOC2L,1.04738932
FAM87A,1.054507532
KAT6A,0.999064678
LINC00910,1.040983622
CEP68,1.03653632
PDCL,1.029276133
RAB6A,0.994972141
RNU6-322P,0.991250108
RDH13,0.971677525
CLEC4GP1,1.055551179
KRAS,1.027343775
LINC02273,1.014336109
ST7-OT4,1.069542543
LINC01419,1.089514867
FBXO22,1.018552744
NFYC,1.02554212
LINC01013,1.062215516
SPDL1,1.002490683
LCE1E,1.03813631
VHL,1.046746977
CLU,1.040162837
ATXN1,0.976460138
PICSAR,1.085241408
CT83,1.044760637
ZC3H12D,1.020305758
LACTB2-AS1,1.041934064
SKIDA1,1.092622152
ZFHX4,1.070422355
PCAT18,0.998841566
TCF21,1.112678915
APELA,1.061196632
LINC00032,1.026983647
SPATA41,1.093358227
FAM234B,1.026468074
LINC01532,1.075999614
MCFD2,0.985320176
EHMT1,1.035553451
SNX18P3,0.999563554
SOCS2-AS1,1.014470611
LINC02241,1.054064446
USP32P3,0.998598849
DIO3OS,1.003321673
SRGAP3-AS2,1.0588873
TTLL11-IT1,1.033387603
SNHG14,1.053992587
LINC01852,1.010122604
MAFG-DT,1.017547305
NXPH2,1.079263446
MACC1,0.985977528
LINC01146,1.042902849
TRAPPC13,1.063111779
DAB2,1.059367615
LINC01635,1.062305033
ATP1A1-AS1,0.961144186
SMIM7,0.977520207
SPATA45,1.029832419
SYT7,1.067917531
PRR14,1.034497217
ZCCHC10,0.996231489
PAPPA,1.029333483
HMGN3-AS1,1.025424308
ANKRD18B,1.045272187
CC2D2A,1.023913136
MIR99AHG,1.052856828
TRRAP,1.034616197
SMCO1,1.049620292
IL21R-AS1,1.020029954
SMC2,1.008685851
SIPA1L2,1.007629193
SPEG,1.045467356
MEIS1,0.971108892
SEPSECS-AS1,1.068018279
PROX1-AS1,1.032651932
ATG2B,0.98288362
LINC01366,1.041498193
GIHCG,1.057241451
SLC35G2,0.97631043
LINC01583,1.099711672
VPS8,1.037674849
CBR3-AS1,1.016253181
LRRC25,1.072317707
MIR137HG,1.055995339
LINC00630,1.014987732
MFSD14C,1.013831002
ARIH2OS,1.050969145
RNF130,0.995633191
GAU1,1.066938011
C5orf64-AS1,1.025648355
RB1-DT,1.035071664
ACVR2B,1.037690045
SPATA31E1,1.037461199
FBXO42,0.957987926
LINC01093,1.036504348
LINC00927,1.043963787
C16orf54,1.024455893
DDX60L,0.976429453
CHDH,0.912069763
LINC02458,1.056792149
USF3,1.006071967
GPR12,1.065590638
LINC01936,1.044577756
TMEM75,1.03611096
HDAC2-AS2,1.036172266
C11orf54,0.971964604
C7orf71,1.035895015
DMGDH,1.062648753
PIK3CD-AS1,1.04704104
LINC00184,1.051767603
LINC00892,1.048067064
JAZF1-AS1,1.058737001
CSNK1A1P1,1.042957829
GRTP1-AS1,1.058520648
KATNBL1,1.026546292
TENM3,1.07902756
LINC02318,1.053087177
TRIM16,1.013244609
TMEM221,1.061243194
ZKSCAN2-DT,1.046405938
PHKA2,0.975036901
LINC00689,1.038743315
LINC02600,1.042230889
LINC01968,1.017399015
INO80C,0.936333548
LINC01537,1.113778992
ZBTB40,0.986529243
MACROD1,1.044614728
ADAMTSL3,1.01583037
LINC02656,0.998884221
KIFC3,1.045417259
NALT1,1.040220618
ALDH1L1-AS2,1.056552935
GM2A,0.988999113
TPPP2,1.065381247
LINC01800,1.050751057
LINC02223,1.027133984
FAM53B-AS1,1.035017063
MTDH,0.960430822
LINC00960,0.93046855
FAM170B,1.03431735
LINC01410,1.011861328
LINC01490,1.06688102
TBX18,1.064287637
NSUN4,0.996206476
ZNF605,0.981194168
KMT2A,1.030869269
PCAT7,1.042725269
LCN6,1.025372997
LZTS1-AS1,1.071341767
SAMHD1,1.035880887
CDKN2B-AS1,1.057324547
GPATCH11,1.030464037
TIMM17B,1.057109274
HDHD5-AS1,1.085790195
LINC01186,1.025948634
MDFIC,1.021941396
RUVBL2,0.992073829
DDX42,0.97406439
LINC00205,1.025690576
ZFHX4-AS1,1.089920706
BTG1,0.889859508
SLC25A34,1.034802802
SYF2,0.989429443
ZNF7,1.034350707
LIFR-AS1,1.048241449
ZNF483,1.047430039
LINC00645,1.093799797
CHCHD2,1.068691562
TMTC3,1.028590487
DLGAP1-AS2,0.999405527
DNAJC13,1.038762484
MCCC2,1.000006638
FCN1,1.032061417
RTP5,1.031714551
CYB5R1,0.978271971
VPS37C,0.999999777
PAIP2,0.965773233
LINC00958,1.057514543
PRKCA,0.969851557
LAMA3,0.969010183
RAD51-AS1,1.00450871
ST6GALNAC3,1.057167519
SLC25A25-AS1,0.921645955
PHF21B,1.081717171
CCDC144NL-AS1,1.096076347
DLX1,1.054240706
SYDE2,1.116652683
WDFY2,1.016954089
ABHD1,1.095571033
LINC00937,1.05384614
OBSCN-AS1,1.036430252
ARL5C,1.023711382
MKLN1,1.002608644
TRDN-AS1,1.065565794
SHPRH,1.070437961
INTS10,1.00212028
SPAG16,0.996847321
PPP4R1L,0.999868588
CCDC66,1.073601669
GALNT14,0.960418518
LDLRAD4-AS1,1.076620245
LINC00523,1.039214915
ZNF713,1.117466771
CSTF3-DT,1.064096336
NT5DC4,1.054158534
RAD21-AS1,1.087422377
AHCTF1,0.993744872
SNAI3,1.066845996
LINC01293,1.03128898
LHX9,1.067422186
CELF2-AS1,1.040157015
MGST2,0.976636444
TMEM44,1.01767082
C12orf80,1.057158604
LINC02685,1.032765016
TMEM95,1.06123202
FSIP2-AS2,1.103160226
RIPPLY1,1.029041164
TMCO4,0.992162035
HM13-IT1,0.903307352
LINC02123,1.031456063
FKBP4,1.036756939
GLCCI1,1.030382862
HIP1,1.069644925
C1RL-AS1,1.03310771
LINC01289,1.068770718
ENTPD1-AS1,1.043102518
ITGA1,0.997560964
LINC00997,1.070682045
DPH6,1.028006542
LINC00298,1.038489183
PTPRD-AS1,1.071503471
CFAP54,1.100812949
NKPD1,1.063230586
CLRN1-AS1,1.031407921
CLTA,0.944643759
LINGO3,1.023459859
ARHGEF1,1.033755794
PRR7-AS1,1.034801458
PLIN5,1.017486349
CAPS2,1.137854364
TSPAN10,1.05335623
NR5A2,0.924406035
LINC00705,1.0446358
SAMD11,1.046333807
LINC02282,1.101580315
HIVEP1,1.022728055
LCNL1,1.047689392
CPXCR1,1.071042101
METTL14-DT,1.045838207
MRGPRF-AS1,1.04472361
AWAT1,1.052584252
ARHGEF7-IT1,1.062415373
LINC01996,1.029478974
LINC00636,1.067835294
DLGAP1-AS3,1.021680171
GRAPL,0.999676646
NFE4,0.875482869
LCE1B,1.028699999
FGF13-AS1,1.029547856
MCM3AP-AS1,1.060328923
GRK4,1.020241525
LINC00382,1.026196106
LINC01644,1.038333245
TIAF1,1.059067578
ZNF677,1.054069253
LINC01333,1.026699264
LINC02339,1.070331277
LINC00944,1.048117223
LINC01842,1.040224831
LINC01357,1.073566799
PRDX5,0.990335464
LINC02683,1.069362344
TEX49,1.050511419
TMEM165,0.979043119
CATIP-AS1,1.021442335
CALCOCO2,0.960192677
C21orf91-OT1,1.047065124
METTL21EP,1.036706178
TSPYL1,0.959134115
TIE1,1.067062586
SCPEP1,0.998084339
SIAH3,1.15677204
LINC01127,1.121886775
NBEAP1,1.057545658
ITGAD,1.0239198
AKT2,1.030111217
LINC01153,1.011709196
VSTM2A-OT1,1.040212038
QTRT2,1.032794506
TRHDE-AS1,1.019499859
LYRM9,1.006767212
NEDD9,0.952404338
TMPRSS11B,1.079943708
EDRF1-DT,1.063200334
P4HA3,1.046129364
LINC02119,1.097821326
LINC02250,1.084901398
MKNK1,0.989636032
TOR1AIP1,1.001534618
IL12A-AS1,1.004469132
HEATR4,1.019978376
OR4N4,1.086736838
NEXN-AS1,1.110465634
LINC01854,1.059288182
FBXW2,0.980413975
DNAJC9,1.03427185
TOP1MT,1.029588833
LINC01527,1.085541488
LINC00996,1.070455518
DLGAP1,1.081164085
ZNF568,1.047878841
DNHD1,1.035145452
DYRK3,1.00959931
GOLGA6L2,1.025843903
IER5,0.940439475
DNAH3,1.055690679
PRSS40A,1.049954266
TMEM132D-AS2,1.074408449
ARHGAP22,0.992341457
LINC02433,1.076227934
LINC00968,1.025413961
C19orf84,1.038199491
LINC01029,1.031625368
RMST,1.04497511
LINC01241,1.076035267
FAM217A,1.00822915
TEX26-AS1,1.055563305
LINC00840,1.107301589
ZNF826P,0.976374595
ZNF107,1.036450253
ARHGAP26-AS1,1.060169556
LINC01520,1.025737172
CRACR2A,1.014182136
KIAA0895LP1,1.040589218
LINC00112,1.033248373
SLC17A1,1.086642275
LINC01088,1.082090748
KRTAP10-11,1.040997921
RNU1-129P,1.046741702
LINC02171,1.036948206
LINC01120,1.044068702
DPY19L1P2,0.929739552
GFI1B,1.05009011
ZNF169,1.028234033
PCOLCE-AS1,1.04380399
SACS-AS1,1.074948565
PGD,1.0313796
SLC25A3P1,1.046921678
HECW1-IT1,0.969543314
LINC01917,1.033843145
NOS1,1.073466254
BCL2L13,1.014223605
LINC00556,1.034112741
LDOC1,1.04079205
PRKCQ-AS1,1.034468828
LINC01425,1.069270367
ZNF451-AS1,1.064222717
LINC01703,1.049477998
ZNF81,1.02808438
TNRC6C,1.05314336
AGO2,1.017036223
LINC01732,1.030006981
NAV2-IT1,1.016459745
CCDC14,1.015822838
LINC02192,1.069904722
LINC00691,0.9897446
LINC02226,1.04070016
LINC01638,1.048179447
LINC02624,1.041604234
LINC01254,1.097743949
LINC02367,1.058563999
EYA4,1.076525687
LINC01538,1.025322403
LINC01209,1.05039056
SLC22A25,1.052243957
LINC01091,1.133003228
LINC00616,1.027499107
TBC1D22A-AS1,0.980476444
JAKMIP2-AS1,1.086035156
SLC7A14-AS1,1.056333377
LINC00271,0.993420653
ADARB2-AS1,1.030252671
LINC02544,1.080322524
CATSPER2,0.970652293
DEFB108F,1.041394364
GOLGA6L22,1.060228214
AMZ1,1.044810323
LINC02225,1.066846713
LINC02632,1.020685346
LINC01360,1.04247453
LINC00485,1.061989264
LINC02179,1.059829294
XCR1,1.055634661
LINC02431,1.055350171
CASC11,1.045359368
LINC01581,1.072587404
DNM1P35,1.085792302
LINC01019,1.052119848
LINC02421,1.028690368
LINC02577,1.051316918
RAPGEF5,1.01128661
ZNF429,1.042151187
HOXC-AS3,1.075999092
CRYBB2P1,1.030259437
LINC01613,1.074640313
LEMD1-AS1,1.110525436
LINC00561,1.051083563
LINC00536,1.075017287
MIR4290HG,1.076462478
LINC01692,1.054248189
LINC02347,0.993147558
LINC01069,1.029631629
MAGI1-IT1,1.034183085
LINC01568,1.066341758
LINC02355,1.043606776
STRCP1,1.059401597
LINC01654,1.040791584
GABRB3,0.947890803
OTX2-AS1,1.043589052
LINC00242,1.033085367
MIR3663HG,1.096502984
DSG4,1.050277811
ERVMER61-1,1.093823148
ATP13A5,1.041708512
CYMP-AS1,1.055993693
DNASE1L3,1.042038901
LINC01416,1.070370978
LINC01204,1.073595043
ZNF660,1.017824301
MIR2052HG,1.069278256
PACRG-AS1,1.064494581
C12orf42,1.041650995
LINC01777,1.057067614
LINC02097,1.079383604
STAU2-AS1,1.057892916
KIAA1755,0.982040595
EPHA6,1.005645916
LINC01505,1.051590818
LINC01180,1.061182839
LINC01845,1.043283724
LINC00880,1.074930434
SOHLH1,1.030647683
ARAP2,0.986096687
LINC01998,1.052087203
LINC01222,1.069034956
CLMAT3,1.04049603
LINC01242,1.026226958
LINC00535,1.05041064
MED15P9,1.086096367
LINC01148,1.07736892
ADAM29,1.049144788
LINC02493,1.032973384
LINC01924,1.067104843
NCKAP5-AS1,1.027011243
CPEB2-DT,1.094437965
LINC02060,1.081789709
LINC01706,1.027615555
CASC6,1.034194897
LINC00560,1.075811882
LINC01700,1.034304271
ROCK1,1.05152228
NPSR1-AS1,1.029743498
LINC01192,1.030256316
BARX1-DT,1.066646853
FFAR1,1.021041482
LINC01649,1.046977294
SSPN,1.005877761
LINC01566,1.049178198
LINC02047,1.071510859
LINC02070,1.003858792
LINC01514,1.073303373
LINC02405,1.012761892
PLCH1-AS1,1.030665449
DACT3-AS1,1.03146171
OGFRP1,1.038123716
LINC00343,1.019380308
LINC02402,1.056364127
EPN2-AS1,1.027838505
FGD5-AS1,0.974745882
WARS2-AS1,1.021140497
LINC00970,1.03614058
LIPA,0.967165666
PRKG1-AS1,1.047408363
LINC02530,1.048962927
LINC01098,1.07442625
LINC02043,1.046353863
LINC02199,1.044548432
LINC02620,1.057942427
SLC25A53,1.027797526
LINC02549,1.049403619
DPP10-AS3,1.061936394
LINGO1-AS2,1.055943421
LINC02112,1.049228248
TAL1,1.01465471
BECN1,1.00506817
PSMG3-AS1,0.945806903
SNHG10,1.033233753
LINC02204,1.09119762
PRICKLE2-AS3,1.05796239
LINC01722,1.072629361
TTLL7-IT1,1.031813089
LINC02487,1.071974689
LINC00326,1.0925071
ATP11A-AS1,1.068228221
LINC02029,1.032572266
CD81-AS1,1.020380466
LINC01647,1.084132859
TMEM132D-AS1,1.04091725
RPL7L1,0.942699961
LINC00702,1.065150632
MUC4,1.093409366
LINC01393,1.017615911
LINC02065,1.067482452
SCN8A,1.033420168
CCDC168,1.064616053
NUDT17,1.029835009
LY6E-DT,1.026980534
LINC01981,1.04806204
SIGLEC16,1.110998818
LINC01592,1.042716133
CEPT1,1.006030938
TMEM273,0.997830797
CYREN,0.947788543
CLECL1,0.997444983
ANKUB1,1.057166681
DYNC2H1,0.922517691
CHFR,1.014479396
ERVK13-1,0.986496274
SLC5A12,1.091432727
DNM1P51,1.044332872
FLNB-AS1,1.067234831
ZPLD1,0.901820805
SMARCC2,1.054692391
LINC01206,1.071203533
LINC00838,1.058984915
C14orf39,1.03216444
TRIM64DP,1.071022231
DOCK4-AS1,1.04862487
RAD9A,1.055379839
LINC00163,1.016015424
LIPC-AS1,1.041935273
P4HA3-AS1,1.012261608
LINC01788,1.06448372
MIR646HG,1.027645651
PPP4R3C,1.102652317
TRIQK,0.985140344
ZNF433-AS1,1.057550888
LINC00424,1.069000573
TRAV36DV7,1.040675109
SLMAP,0.998784269
LINC01359,0.998130317
LINC01494,1.043406932
CHL1-AS1,1.040515082
ZNF90,1.037530271
LINC02670,1.043761492
LINC01526,1.054772222
DEFB122,1.050324324
LINC00555,1.076737375
DCAF4L1,1.077420316
ZNF491,1.072506511
LINC01107,1.054659164
LINC01922,1.045256136
VWDE,1.031413935
KAT6B,1.018177745
SGSM1,1.009660467
ZNF578,1.099423648
EPHA1-AS1,1.059340966
SLC7A11-AS1,1.036320431
NLRP1,1.017972478
TEX9,1.04381448
CNGA4,1.063750755
ANKRD30B,1.065122488
C8orf34,1.125995271
ZKSCAN3,1.015685195
LINC01579,1.037587545
BCORP1,1.065858177
FAM186A,1.050316447
FAM169B,0.989063536
NAV2-AS5,1.022217142
PDK4,0.939537414
LINC01122,0.996824904
01-Mar,1.044287126
LINC01725,1.117800976
LINC00664,1.051332303
TRAPPC2,0.981630561
LDHAL6CP,1.044933982
C15orf54,1.046291548
SV2C,1.076888524
HLA-F-AS1,1.081983587
ZNF501,1.037263219
CPLANE1,1.050240055
SLC8A3,1.058175344
MYLK3,1.073495024
LINC00167,1.044209312
SPOCD1,1.036357424
LINC01006,1.002224551
STK24,0.980072556
CARS-AS1,1.019933333
SSBP1,0.989570836
CLVS2,1.058761744
ZNF391,1.047217918
LARGE-AS1,1.078656051
NCKAP5L,1.064352454
CNDP2,0.949924399
DNAH10,1.084635091
LINC01920,1.06588737
TCEANC2,1.053078697
TEX41,1.050283829
EBF2,1.06896772
LINC00659,1.04706895
PCBP1-AS1,1.028028811
PIEZO2,1.055091668
ANKFY1,1.007220404
TMEM108-AS1,1.074764811
LINC01343,1.034795905
LINC01877,1.050172157
THSD4-AS1,1.054721435
LINC02260,1.031569056
LINC01271,1.052061557
LINC01720,1.100355201
TRAF3IP2-AS1,1.052457764
CYP17A1,1.077063131
TPTE2P1,1.079658699
CLNK,1.060917598
LINC01756,1.037523127
PRTG,1.065337883
LINC02150,1.071499769
DLG5-AS1,1.057014899
LINC01121,1.037236726
EPCAM-DT,1.051365931
ME2,0.995591913
LINC01959,1.065028138
NME9,1.012066997
LINC02135,1.065714729
KRT40,1.043477426
LINC01689,1.068452173
SAMD12,0.970032314
HOXA-AS2,1.05095407
CCDC88A,1.008373008
ZSCAN1,1.043935754
LINC02139,1.053187302
KRTAP5-AS1,1.019015333
RORA-AS1,1.034219427
LINC01097,1.026706987
FGF10-AS1,1.041692738
IGF2BP2-AS1,1.049254515
FOXN4,1.069386023
FAM155A-IT1,1.053491297
LINC002481,0.931952189
LINC00299,1.042356308
LINC01676,1.044598497
LINC02254,1.045791324
PRR20A,1.076025328
LINC02153,1.062027421
TMEM232,1.056745914
LINC00092,1.042124429
LINC02465,1.033059018
USP3-AS1,1.048373993
DNAJB8-AS1,1.055197973
LINC01362,1.060998523
LINC02019,1.02416197
IL6R-AS1,1.023207044
LINGO1-AS1,1.033526006
LINC01751,1.040483481
NMRK1,0.963948626
C3orf56,1.047066256
WWTR1-AS1,1.051999765
DAND5,1.0319572
LINC02579,1.014196249
ERV3-1,1.050963794
FAM166A,1.032958185
PPM1K-DT,1.053863866
LINC01864,1.056575752
LINC01342,1.012534799
ZNF229,1.048124521
MYCBPAP,1.074193414
LINC02201,1.048771313
LINC00210,1.021031978
LRRC37A5P,1.065077143
TLR8-AS1,1.043442103
EFCAB6,1.061591602
DSCAM-AS1,1.028145873
ROR1-AS1,1.072026353
CEACAMP3,1.041224867
PLCE1-AS2,1.042719484
DIO2-AS1,1.024245063
LINC01734,1.059851572
WDR11-AS1,1.049275082
DISP2,1.027469373
LINC00894,1.023599408
LINC01115,1.016505066
IST1,0.953202206
POT1-AS1,1.052385471
LINC01231,1.044648013
PACRG-AS2,1.060585844
LINC01648,1.045517636
ETS1-AS1,1.044118446
AOX3P,1.052057329
LINC02287,1.056580085
GLB1L3,1.010671636
LINC01197,1.049138571
FAM86B3P,1.00849428
FAM170A,1.042607474
LINC00862,1.057714749
SH3PXD2B,1.01091865
LINC00905,1.028159501
LINC00102,1.043753724
LINC02426,1.08264923
SRRM2-AS1,1.04337606
LINC02240,1.012596175
CARMIL1,0.971981177
DOCK7,0.998816655
MACROD2-AS1,1.013632315
ZNF707,1.037243299
LINC00358,1.008810349
WDFY3-AS2,1.04634246
KCNQ1-AS1,1.039883136
DNMBP,0.962376889
LINC00929,1.021812157
LINC01448,1.067205198
LINC02483,1.043689493
LINC00564,1.060673362
ZNF292,1.073638817
ITGAX,1.029511433
ERLNC1,1.025124966
LINC02325,1.05734815
ITGB8,1.032378899
CCDC160,1.097971502
LINC01821,1.02281164
TRAF4,0.974601621
GPD1,1.040946317
LINC00620,1.0983841
LINC02158,0.983915561
LINC02243,1.075230506
LINC01049,1.049136964
LINC01282,1.067235597
LINC01743,1.064684307
AATBC,1.04056954
DNAH12,1.035759574
IGFN1,1.042926888
ARNTL2-AS1,1.129998651
LINC01687,1.048491487
LINC02353,1.056786964
LINC01904,1.046705307
LINC02078,1.019449732
PKP4-AS1,1.074570052
LINC02126,1.063786095
LINC01428,1.037002359
LINC01169,1.043031216
LINC02375,1.064082485
MGAT5B,1.070799788
FOXP1-AS1,1.069061739
NRG1-IT1,1.062834796
LINC01957,1.037197252
GNA14-AS1,1.044004167
LINC01243,1.063146291
MIR4527HG,1.052165483
CALY,1.064213666
LINC01828,1.018253971
LINC01986,1.041336655
ZNF627,1.018153594
NADK2-AS1,1.064820622
TMBIM4,0.961813985
DLEU2,1.044952825
CLYBL-AS2,1.077985854
LINC01432,1.042026017
LINC01656,1.05319213
LINC01875,1.064939184
ERBB3,0.972064215
LINC00587,1.015730548
HNF4A-AS1,1.055510918
LINC02345,1.097322876
TBC1D8B,0.991515559
LINC02270,1.074672375
LINC00572,1.044034361
LINC01831,1.035001293
LINC02443,1.07114815
NEGR1-IT1,1.063252772
MAGIX,1.050239807
MLLT10,1.032044468
LINC01545,1.047039564
IRGM,1.062347426
RNF216,1.028718645
MAPT-AS1,1.043631175
LINC00173,1.093524048
LINC01220,1.019805496
LINC00307,1.088743028
TH2LCRR,1.038995793
LINC01737,1.051858023
ERG,1.068190731
LINC01775,1.064267169
LINC01809,1.02343089
CTSLP8,1.082043185
DEFB107B,1.03012145
AVL9,0.979709699
SOX6,0.972528962
MYLK,1.069695674
KIAA1671,0.974472774
LINC00869,1.022317405
LINC01847,1.060619704
TMEM132B,1.056388814
RNF217-AS1,1.038756275
NOS1AP,1.047525809
SYTL4,1.002347058
ITPK1-AS1,1.057715842
RAPGEF4-AS1,1.074755678
HMCN2,1.020219236
GADL1,1.032159568
ANO8,1.034646653
FMN1,1.03083313
CCDC40,1.054299516
INPP5B,0.994788381
LINC00559,1.043047788
CTBP1-AS,1.069823735
LINC02011,1.033318535
RPL34-AS1,1.028354204
RUNX1,1.019198885
SRGAP3,1.098241343
KCNT1,1.05572245
BTRC,1.028853346
TMEM72-AS1,1.044682389
ITGA9-AS1,1.032815606
TVP23A,1.089619313
SNX20,1.012418168
TNNT2,1.081802779
ZSCAN23,1.080520563
FCRL2,1.014766874
CDON,1.036619285
LINC01104,1.068453141
SFXN5,1.035508685
LINC00842,0.993773485
LINC01555,1.095143113
DISC1,1.024990909
ZMIZ1-AS1,0.980820497
ZBTB8B,1.078556882
CAGE1,1.035072584
AMN,1.000368735
LINC01226,1.040244284
C2orf50,1.039828494
GAB4,1.054246019
LINC00858,1.093620522
TBC1D7,1.005262931
PIGG,0.977199369
SH2D4B,1.055942546
WDR72,0.927060346
C1orf220,1.05441821
INTS4P1,1.021250801
LCTL,1.119434556
FAM83B,0.967612193
LINC02044,1.032127638
FAM45A,1.07708028
PLD5,1.056329029
YWHAEP7,1.048956773
LINC02145,1.019022362
TPT1-AS1,1.03033383
CEP41,1.00324527
ANKRD31,1.042845608
CAST,0.952517649
COL18A1-AS1,1.108632342
ZNF804B,1.088498574
TCAF2C,1.040920714
TCAF2,1.029416729
RELL2,1.021617122
TMEM235,1.062067418
KNCN,1.053012284
RDM1P5,1.06794513
TREML4,1.052584958
YTHDF3,1.076982753
LINC00934,1.0239442
HOTTIP,1.072889952
MYH16,1.08106624
LINC01844,1.101225013
LINC00514,1.067312337
BSN-DT,1.048963559
FBXW12,1.066152433
A2M-AS1,1.074940085
LINC02533,1.083779155
LINC01238,1.072157329
LINC01619,1.030956205
VAC14-AS1,1.069185058
DTHD1,1.088994347
LINC00841,1.051093881
KIAA2012,1.091082512
LINC00607,1.075555837
LINC00700,1.098683513
PSPN,1.008140716
TRPM2-AS,1.043099822
EMID1,1.039363731
ACTA2-AS1,1.055402526
LINC00330,1.039555596
S1PR3,1.032297125
C5orf56,1.00102971
LINC00491,1.047574549
HFM1,1.077797045
LINC00410,1.057935061
LINC02595,1.054529231
IQCF5-AS1,1.042474545
MPP7,1.070060984
LINC00486,1.06547653
C8orf49,1.016578016
POLR3A,1.016997655
LINC02023,1.061644216
ZNF846,0.960890495
PSAPL1,1.048799829
MRTFA-AS1,1.043590199
ATP9B,1.037644649
CECR3,1.034051825
CXXC1P1,1.054836811
SHANK2,1.026281422
CEBPZOS,1.040106185
TXNDC8,1.008750853
LINC02003,1.031751843
SMIM27,0.999140126
LINC01356,1.051314751
PNLDC1,1.037363079
DLGAP2-AS1,1.044148332
KRT72,1.01513872
MRGPRG-AS1,1.044591343
USP2-AS1,1.020004264
DDC-AS1,1.05814783
LINC01281,1.03544241
KLF13,0.988179996
SOX9-AS1,0.971345912
ESCO2,1.043051391
ZBED3-AS1,1.047445821
LINC00887,1.042405645
LINC01165,1.041490503
SPANXA2-OT1,1.034986439
P4HB,1.006650321
ASIC5,1.07534974
FSTL4,1.045012817
PRMT5,0.973379473
GSN,0.957767756
