Gene,fold_T_NM
ZNF675,0.964105367
SH2D4B,1.077892588
KRT13,1.03492767
ANAPC13,0.966019883
FAM20B,0.96845229
ZNF623,1.081256667
SLC25A34,1.015750333
SDHB,0.956503429
KRTAP10-3,1.039458165
INS-IGF2,0.869830647
SERINC1,0.99528903
ATAD2,1.06710677
LOC728819,0.889247003
GTSF1L,1.107034899
IQSEC1,1.046430689
HSPA13,0.979335476
HEXB,0.920503766
QPRT,1.002635355
HPS6,0.974352101
RABGAP1L,1.004875139
SCN1B,1.410782983
RAB37,1.059036927
PCDHGA11,0.978809199
ZNF596,1.096886425
ZMYM2,1.001324248
FRMD6,1.168258773
C2orf29,0.964575752
SSR4,0.956880333
KISS1R,0.968977204
STARD9,1.266939199
RGPD6,0.977133813
LY6G5B,1.065998784
NBN,0.975833073
SNRNP48,0.950443059
ARF3,0.860940519
KCNN4,1.150267157
NXT1,1.030276819
FAM168B,1.246516018
C17orf72,1.066855692
POLR2J2,0.988268021
ABHD2,1.142044057
TESK2,1.120803356
GPC6,1.088084395
SLC26A11,1.057645912
NMT2,0.855643782
FLJ43860,1.064636366
SH2D3C,1.093506804
METT5D1,0.995303393
PUM1,0.86323678
ARPC4,1.068618036
NFE2L2,0.940467697
GDI2,0.964655791
SH2D3A,1.014325885
ATAD5,0.953886817
PAK1IP1,1.023507319
PTDSS1,0.963185336
DYSFIP1,0.961030847
LTBP2,1.029676783
ILF2,0.971542538
TICAM1,0.99250491
INTS6,0.964816367
PCDHAC1,1.102199706
PNPT1,0.952494363
SLC38A1,1.001680415
PGPEP1L,1.210389656
TIGD3,0.931929
MMD,1.081048958
AK3L1,1.081718263
C6orf47,0.983517492
ZNF454,1.107637837
ACSL5,1.165488937
AQP11,1.024313864
CEBPE,0.981874109
PTPN4,1.021997799
FIGN,1.114157295
HMG20A,0.873817719
SGCA,1.067786041
KLB,1.025252788
PRR5-ARHGAP8,0.894458925
RAI14,0.946924727
C1QL3,1.096589221
MTHFD1,0.969426595
COPZ1,0.972933645
CPSF3L,0.867532603
NDST3,1.181583999
PLRG1,0.959609115
OR52L1,0.983326886
C9orf23,1.007607728
MYBPC3,0.959478534
PDE10A,1.121552617
SENP7,0.957886039
GYPA,1.010390761
MRPL1,0.946241954
MED26,1.013303464
C1orf198,1.029643595
C16orf55,0.860213107
PYCARD,1.014007276
DSN1,0.992948374
CRTC3,0.95127481
RBM25,0.994607457
TRIM61,1.121017245
CSPG4,1.117094882
DENND1C,1.151719302
ALDH16A1,1.078373342
CCL3L1,1.016609657
NPVF,1.224834432
LRBA,0.961591601
USP48,1.005609781
C5orf44,0.970125838
ZNF383,0.983426467
MYCBP2,1.125186872
CTSH,0.933710787
UNC5A,1.131732115
NRD1,0.98612253
NUP43,0.946545932
C5orf38,0.941216613
TIMM13,0.972947061
RDX,0.836374451
DCDC2,0.633807478
ZNF709,1.105277353
VCY,0.854957083
LY9,1.133433145
TNFSF14,1.118099973
TMPPE,1.076311941
SBF1,0.855058239
FOXE3,1.032333563
CRTC2,0.995453998
EXD3,0.88052715
SSX7,1.037354666
HBS1L,0.944648156
FBXL18,1.007479987
PARP16,0.990602065
UBE4A,1.017317687
BTBD18,1.157018426
MKL1,0.930586915
TMED9,1.004312357
CSTF3,0.952622684
C7orf58,0.979038695
SIAH2,1.043032159
HAPLN3,1.096910932
AFAP1,1.061147645
DBF4B,0.934156613
C6orf204,1.069702988
EXOC3,0.993082579
TMEM216,1.014978282
TMEM70,0.998424091
SEPW1,1.018130522
ARAP2,0.957343806
PPP1R3C,0.951172514
SSX5,1.116660197
TNK2,0.994614141
SLC13A5,1.05781455
DPYSL4,1.113983483
PDE4C,1.065138956
TBC1D10C,1.084690888
SNX15,1.053509062
SMEK1,0.943743901
CNKSR1,0.799993919
VPS41,0.896431987
COMMD7,0.958276839
ESM1,1.006354281
ZNF565,0.984524415
PRDM5,0.947290346
TAF2,0.995892135
ZNF514,0.929110161
EPPK1,0.885411647
DPAGT1,1.03767133
FAHD2B,1.00559996
CACNG6,1.032911592
OTUD4,0.95486783
POLR3B,0.922547586
SLAMF9,1.097281032
PRKRIP1,0.963635023
USF1,1.051193223
ARMCX1,0.971379884
HCN3,1.264551945
TBXA2R,1.09858904
NFIC,1.114078657
BCL2L13,0.998231315
ST6GALNAC4,1.108158146
SEC14L4,1.085066196
XKRX,1.015720958
RAB6C,0.994142894
ACTL6B,1.292046762
GLT8D2,1.067951286
HIST1H4K,1.075655531
SLC7A2,1.043078312
GLI1,1.038931977
SLC9A7,1.086007513
SCRG1,1.088242346
PRIM2,0.932702554
TC2N,1.054178776
PRKAR2B,1.079845133
RBBP6,0.955200581
TCFL5,0.994913491
COMMD10,0.975707184
NR2C2AP,0.99658575
NCKAP5,1.168692881
NCK1,0.951609344
IQCK,0.851400554
CCDC111,0.959330159
UTP18,0.988059573
UQCRC1,0.90275414
PCDHGB3,1.067157681
RAMP3,1.058431563
DNAJA1,1.034944807
OR2H2,1.105468145
ELK3,1.004258028
ZNF776,0.97665577
FAM26F,0.990029443
CDH26,0.964605234
GPM6B,1.138659571
ST3GAL3,1.180351434
PSIP1,1.006716945
MIXL1,0.989405751
LRRFIP2,0.976337179
MIP,1.12023629
RGS14,1.05270009
AIP,1.024595499
CFL2,0.993403618
TNNT1,0.963433954
CDK7,0.967296053
CRTAP,1.031584509
MYBBP1A,1.0140054
LIN52,0.915514447
FAM187B,0.966030207
GCAT,0.915423343
RPL31,0.992434516
APBB3,0.993751817
KRTAP10-9,1.088887184
B4GALNT2,1.057043044
RASAL2,0.94235032
TLR10,1.281352147
CDKN3,1.036486936
GRTP1,0.841028173
HFM1,0.887906346
ANGPT2,1.057818288
MON1B,1.004053236
RHCG,1.053481665
NOL6,1.100618234
WNT2,1.342176442
FREM1,1.073119878
TPRKB,0.955054555
PAG1,0.950557437
C1RL,0.983586367
ZNF83,0.93164133
SIM2,0.875109239
CLRN1,1.199482109
HP,1.204947921
UTP14A,0.962052599
RAB11A,1.002847391
MYO1E,1.017226621
LOC100132247,0.998836532
PARK2,1.008381606
RBM10,1.111441634
IQSEC3,1.244545014
EDAR,1.044947606
TTLL7,0.911540634
TBK1,0.978925393
JKAMP,0.980408487
TRIP13,0.954161325
UBR1,1.039852706
MNAT1,0.971518098
PCDHAC2,1.096836603
OR4D11,1.047575269
OLA1,0.853423808
ZNF784,0.967289371
NFKBIZ,0.997125169
SNRNP200,0.994309657
LCP2,1.01002257
BNIP3,0.807937963
PLA2G6,1.091185125
TGFB2,1.051783679
CALCOCO2,1.033363353
TRIM38,0.993954524
MOSPD3,0.970484873
KRT71,1.087186513
EXPH5,1.155507244
PCK1,1.043227954
OR2F1,1.052585779
VARS,0.979868475
MED31,0.993686428
STAT6,1.02465874
ZNF28,0.943343178
ELFN2,1.009792176
TMEM59,0.978138031
GGT1,1.047770647
MAD2L2,1.076544746
SPTB,0.892562676
TGOLN2,0.906827637
SNRPE,0.967005801
REM2,0.993710689
MRPS18C,0.868750776
CD2BP2,1.111347895
AP2A1,1.036367983
ZIM2,1.042142684
ASRGL1,0.999902572
PPP4C,0.984640651
GPR125,0.890455682
RNF103,0.868664587
KLF16,1.036691367
ZNF619,1.222529366
YTHDC1,0.951364278
PLAC8L1,1.035188439
RBM33,1.082468069
BCOR,1.006628943
WDR82,1.015835619
C21orf91,0.998791107
C12orf4,0.976222448
TRPV6,0.714941444
TNFRSF17,1.0135965
PARN,0.930268595
HGF,0.927002622
TRIB3,0.996001883
RIC8A,1.007819888
CACNB4,1.053987848
GAK,1.232649998
CPNE7,1.175187451
RNF19B,0.90093198
PIP,1.234345773
LUC7L,1.028565549
PROS1,1.007730234
EXT1,0.97570471
SAA1,1.430482211
LPHN2,0.940455689
TRIM40,1.091153178
PLAC1L,1.115618965
RMND1,0.972807907
CENPV,0.952307903
VGLL4,0.940214381
ADARB2,1.064050893
TNF,0.978285182
KCNK9,1.061106908
ZNF37A,0.91686632
NACC2,1.059828469
PDGFA,0.812631081
TNFSF4,1.16459884
EGFL7,1.141437674
MPP1,0.915081198
PKN3,1.058122116
RAET1E,1.050210668
CDS1,0.865156845
NOS1AP,1.017443573
FGD3,1.069459119
SUPT3H,0.861843608
COL4A4,1.054495285
MAPKAP1,0.956693164
ZNF92,0.979013903
MRPL10,1.114852491
STARD10,0.733564685
RAB21,0.997435281
LRRC49,0.871492583
NKPD1,1.124095257
MPZL2,0.987220074
APOE,0.856608607
NOB1,0.980774484
TMX1,0.906617193
TMEM52,0.701656061
TIRAP,0.996199979
WDR64,1.246524028
CIAPIN1,0.974735983
TRIM32,0.969443239
CALCR,1.105863619
CCNK,1.111055916
ALLC,1.06542228
VEGFC,1.164343065
NDST2,1.046035656
OR1J4,1.065716692
SMC3,0.957275153
ZMYND15,1.016964585
PCSK9,0.983656741
TRAPPC3,1.00178417
LMBR1,0.980918606
USE1,1.033029348
ZNF839,0.968783163
FOXK2,0.971610571
KBTBD7,0.964765924
SEMA3F,0.966210155
XRCC6,0.992813101
ATPIF1,0.970319874
BHLHB9,1.175224944
ANK1,1.038864562
DTYMK,1.012330748
CDH22,0.697479754
KRTAP21-2,1.068459313
PAPPA,1.032557792
TLCD2,1.038411258
FAM162B,1.03447003
BMP3,1.161425747
HAUS4,0.967517886
PLCXD3,1.355676116
HSPB1,0.837232328
NM_153632,1.192754895
COL4A6,1.342600824
PHTF1,0.943397671
PGRMC1,0.982418936
DENND5A,1.022703987
HTR6,1.272744942
RAB8A,0.881719584
SLC35B2,0.985893593
SRF,1.011065859
FHL2,1.08427864
ANXA11,0.957306507
CCBP2,0.991601437
MRPL11,0.98279035
PSD4,0.983101968
INHBB,1.063430987
ALG1,0.840243408
CELA3A,0.567821429
RAPSN,1.080564934
ENPEP,1.085859438
MRPS18A,1.000469472
LIPT2,0.879079091
MCM8,0.887175495
ZC4H2,1.050210149
ERCC6L,1.098133161
ITGB6,0.929456615
ZFP14,0.87676329
PICALM,0.982507417
BAD,1.011794512
HIST1H3D,1.064424365
RCE1,0.994140818
MTMR12,0.835054335
NHLH2,1.159194413
MYO6,0.748835786
C1orf115,1.033963357
HOXC5,1.121618049
HAMP,0.762085284
NFATC2IP,0.898394508
LOX,1.083219012
C9orf152,1.028559368
OLFML2A,1.015260061
PPP2R5D,0.990447514
PDCD2L,0.986997223
AOC3,1.120716676
SHQ1,0.92339421
OPA1,0.854574212
ABCC9,1.006052222
UBE2D2,0.98660833
EXOC5,0.901943297
E4F1,0.997923305
GPN3,1.082874559
LAIR1,0.970451389
ITGB1BP1,1.030737895
XYLB,0.979242739
CNGB1,1.059951424
FRAT1,0.938654895
LMO7,0.992355696
RAPGEF5,0.943670583
C16orf42,1.009448867
ZNF235,0.945443112
MRPS14,0.989271591
JAK1,0.994740542
TMEM8C,1.142860847
ARVCF,0.888716133
RBM5,1.006340631
FAM175A,0.924713002
PANX2,1.122124805
CYB5B,0.987487744
ALDH9A1,0.985997733
DUSP3,0.982903741
CGRRF1,0.967967817
RBM45,0.975102199
ANKRD24,1.018430818
GRM1,1.330576991
OR7G2,1.416247016
RANBP3L,1.189404964
TSPAN7,1.052660724
C1QA,1.073588891
PRKCDBP,1.050228696
HIST3H2BB,1.026889113
LOXL2,1.063976049
ZNF7,0.986606396
SKA3,1.066310214
OR4A16,0.913675546
C20orf24,1.003897833
TMEM138,1.030699675
MIS12,0.813040657
ERMN,0.90991724
TUBA1C,1.015313791
MAK16,0.964175166
GZMB,1.094357855
TUBA8,0.970568061
ELOVL5,1.077764551
C8orf85,0.973562485
C10orf95,0.939670613
TAC3,0.964333643
HLA-DPB1,1.049872854
TRIT1,0.909912819
BTG1,1.003474222
CCDC43,0.913884954
IPO8,1.011181596
NCR2,1.103821572
C9orf117,0.956676259
USP1,1.028434606
MFN2,1.063332517
SKA1,1.095086221
G2E3,0.91485442
CTH,0.816313399
SELP,1.079365446
SNAPC2,1.136892715
C2orf64,0.982831349
C12orf53,1.068610833
SULT1A2,1.012781674
PSMD1,1.011819198
RTN1,0.809452151
ZNF622,0.948614229
IL17RC,1.020078053
ZNF146,0.986341855
GNMT,0.464413276
VCAM1,0.939957027
ADORA3,0.958010399
ARHGEF3,0.943305923
EEA1,0.910378706
DKK1,1.035048979
ARHGAP10,0.849572471
LHFPL5,1.093679803
C19orf29,0.967464872
NM_019102,1.087637206
EFNB1,1.037138784
OPTN,0.986568235
CTXN3,0.886903946
UQCRFS1,0.989322584
PFN4,1.014817454
GZMH,0.985817826
KRT31,1.065830126
PDK3,1.129853045
PMFBP1,1.005542395
TOR3A,1.010808981
NOL4,0.936600646
DDX10,1.094131771
FAM20A,0.963640687
KDM6B,1.036298606
MORF4,1.029049155
HNRNPR,0.966218242
MALL,0.968090304
NAF1,1.006642607
SPRY1,1.096195031
LRRC42,1.02445856
HSPB8,1.0063098
CNTN3,1.298326124
RFWD2,0.897930486
FAP,1.075664076
FHL1,1.263568879
RRP1B,0.976557632
PKD1L2,1.036808958
DEFB124,1.167035224
SAMD14,1.199598635
SCGB1A1,0.820487954
RGAG4,1.039441914
ZNF653,1.048951276
DNAJC10,0.973433054
GAP43,1.003119316
MGST3,1.015804521
FADS6,1.177012286
PGA3,0.677847823
CRABP2,1.141304018
PPRC1,1.063110256
TOMM5,1.031028063
NECAB3,1.069358672
C1orf27,0.885780366
WTIP,1.020467244
DUSP6,1.051090387
TCEAL8,0.942665925
SGK3,0.905711508
IKBKG,1.114436426
CNTLN,1.011354756
C17orf81,0.932966223
ASB7,1.002643457
PUSL1,1.007094892
C20orf177,0.929306488
PMAIP1,0.980723603
DTX2,0.999525577
PMS1,0.974117401
PSMG3,1.057790976
METRN,1.012937762
IARS2,0.970196911
PYGO2,1.04285334
NPB,1.113577908
ZNF546,1.14677098
DCTN4,0.918737919
MTRF1,0.921927408
SIK2,1.089594763
CDK5RAP1,0.93930542
CABC1,0.819798908
ANKS6,0.867992639
RTN2,1.156324018
LRRC17,1.080461882
TMEM88,1.06371053
MBLAC1,0.96334093
SLC16A8,1.068921241
RAD9A,0.839488835
WDR37,0.877193411
BCL6,0.98002951
PELP1,0.858503126
FAM177A1,0.971721999
COL5A2,1.050523885
CCL26,1.013456142
SIX2,1.088454562
CPLX1,1.046022236
ACER1,1.121651847
GXYLT2,1.083582459
DIO3,1.112987775
CPS1,1.037414448
GPSM2,1.116955192
ABCB6,1.063526413
ETS2,0.965773372
GKN1,1.317651916
SBNO2,0.976379789
LIPH,0.973025619
PLCD3,1.066679275
KRTAP21-1,1.148119707
ZNF513,1.001031572
GTF2F2,0.953752046
BMP1,1.0785986
NFIB,0.910880523
POU2F3,1.136307626
NDUFS1,0.904420393
MYOZ3,1.037935248
ID4,1.05096458
TPM3,1.03156726
HDAC11,1.045124322
H2BFM,0.981189507
ERP29,0.983945626
ADRM1,0.9687766
FAM188B,1.010599484
GOSR2,0.996173979
TLR7,0.993473685
TACO1,0.958573547
IP6K3,1.033120048
UTP15,0.965802832
AKT1S1,0.992132513
E2F1,1.140679123
IFT57,0.94671198
KDM2B,0.985586168
LRRC39,0.937896412
C6orf127,1.09125278
TBC1D20,1.096935542
BCR,0.92083269
TM9SF1,0.983290932
NEU2,1.110229133
ATXN2,0.893823496
NBAS,1.075310478
SIPA1L3,0.926860148
OLFM2,0.949834877
PRPS1,1.041927412
SHC1,1.006700119
SOX10,1.075906518
TFR2,1.003707082
HAND1,1.07095536
MRPL15,0.978718074
SLC17A5,0.920667804
TMEM72,1.287525082
ABCA5,0.848601529
OSBPL8,0.943800064
CYYR1,1.050521184
MPZL1,1.02824945
C17orf97,0.957581786
CD97,1.051995144
PPP2R2A,0.994557516
TMEM106A,0.940485271
ESRRG,0.7208521
EVPLL,1.160957511
THBS2,0.930220512
PARP6,0.908828084
PCDHB8,0.905827723
UNC93B1,1.00780758
NGFRAP1,0.947773007
SLC6A20,1.140121878
DUSP23,0.964002049
CSMD2,1.047397181
RPS19,1.007160728
ZNHIT2,1.018287329
PGM3,0.941523987
REG1A,0.784677254
SLC30A2,0.961867266
APCS,0.675357867
EXOSC1,0.988200835
API5,0.933147483
PABPC3,0.897923203
SURF4,1.020431708
CDX1,1.068691483
SYT17,0.957669902
CDC16,1.014376869
TRAT1,1.082506844
ACVR2A,1.005787789
SLC45A1,1.050856585
BOK,1.013258149
PRR11,1.056919651
PNLIPRP1,0.721212885
GBA2,1.108222652
ARHGEF12,0.841630197
BCAN,0.834556302
CCDC103,0.90307888
PHF14,0.958481014
OTC,0.872600077
FAM102B,1.005820538
C1GALT1,1.031785999
HNRNPC,1.020329599
C3orf17,0.946452971
BPIL1,1.231292368
TRIAP1,1.002157059
CHST12,1.032946519
HTT,1.015303317
RBM6,0.883580806
OGDH,0.979060607
DLG5,0.837524995
RERG,0.965267211
TRIM52,0.916043244
RAB3IP,0.837222569
ZNF827,0.943070246
CRP,0.788623955
DNAJC13,0.970334143
VWF,1.01562441
CLEC11A,1.102760969
FAM46B,1.12046958
B4GALNT4,1.023854225
TCL1A,1.377021861
MNDA,0.928955505
PPARA,0.872912732
NR4A1,1.186944234
SERGEF,0.970072299
CDKAL1,0.943951472
ZNF428,0.990618275
ZNHIT1,1.011472518
OPN1MW2,1.229807599
FITM2,0.991191979
NPY,0.906828708
ABCC8,0.96847897
FBXO25,0.89225055
BTBD10,0.951241034
LOC55908,1.149553812
ATP13A2,1.001234531
TLK2,0.953471176
EHMT2,1.104109074
MAP3K7,0.927240407
LRIG1,0.852733057
COPZ2,1.131195629
MSH6,0.984097948
ARHGAP42,1.005939899
ACTR10,0.970589576
CCNT1,0.983932732
CENPA,1.041455333
PLCL2,0.983949337
EVI5,0.999439319
EIF4B,1.000572004
KIAA1012,0.99334694
SSTR2,1.033816568
MARS2,1.008173407
PIR,1.116379682
DNAJC28,0.976129875
WBP5,0.949307328
UTP14C,0.991142283
KRT33A,1.036474318
PECR,1.014299334
GEMIN5,1.18820304
RPS6KA3,0.98352802
CYP11B1,1.106797576
L1CAM,0.819058166
SPINK14,1.010493292
FA2H,0.872518157
PTAR1,1.037604818
C3orf58,1.366197844
CYP2A6,1.341749501
HSPBAP1,0.902066933
MRPL49,0.997370209
FAM188A,1.0217059
TTC15,0.994774435
PPIL6,0.796704651
CCDC53,1.001618461
PPP1R1B,1.050999308
SLC23A3,1.103415394
LILRB5,1.193267768
TRIM22,1.051613359
TRIM4,0.954195973
C11orf52,0.736022739
ABHD4,1.075933618
CCDC90A,0.989520243
POLR2F,1.03918804
POMT1,0.950352041
PPP3CA,0.993819437
ZNF250,0.978330613
EHHADH,1.028933352
MYL4,0.966131404
PRR24,1.035061416
CPNE3,0.954194397
TTLL6,1.097090368
IGFN1,0.791173699
SCARB1,1.002700725
HSD11B2,0.906677625
PTP4A3,0.848703252
HSPC159,0.975665302
GHRH,0.972431727
NPPC,1.240207091
S100A3,0.958417467
SIGLEC15,1.024197564
PATE3,1.020332186
CCDC84,0.966839886
C4orf26,1.448275498
SCNN1A,1.206659
C14orf109,0.903481261
IMPAD1,0.995651373
PHF10,0.92452844
LRMP,0.904624613
SNX11,1.06939757
INPP5F,0.988603986
GLTSCR1,0.944401751
KIAA1586,0.983203425
SIGLEC10,0.988720703
KIAA0284,1.072831792
OAS3,1.010975201
C5orf28,0.972026615
CCDC83,1.033347563
ARHGEF15,1.146219612
IGF2,1.126180148
KCNMA1,0.996181335
DDIT4L,0.988004796
FKBP8,0.884792685
SEMA4C,1.057237782
HOMER1,1.007202582
ZEB1,1.040398005
UBE2T,1.104362236
CDC42SE1,0.949610086
FAM116B,1.038516147
FAM126A,1.060420777
EFTUD2,1.049252655
EML3,1.086742671
MAML2,0.983633359
PSMD6,0.995940808
SPINK8,0.915465558
PKD1L1,1.071765609
FCHO1,1.041081501
EXOC6,1.109026529
SEC24D,0.98530995
EXOC2,1.072001527
ANXA7,1.040696737
POM121L12,1.173435487
ZNF799,0.831996202
SCYL1,0.992848629
GTPBP4,1.050591876
TNK1,1.028855056
VAMP5,1.114983945
INTS7,0.8902122
KIAA0174,1.007160701
DSG2,0.7956139
MMADHC,0.96220266
ARHGAP18,0.957177721
KIAA0406,0.966304203
RIC3,0.87930021
TOR2A,1.077048871
SDCCAG3,0.983024353
BRSK2,1.073869687
TMEM62,0.975904118
PINX1,1.019977818
FAM118A,0.96286539
USP9Y,1.056860656
RNF125,0.928083641
LPIN1,0.975261178
RCN2,0.975996373
ZNF320,0.944844251
CETN3,0.995920217
C10orf76,0.918267497
SDR39U1,0.989422569
LIN54,1.046940223
C17orf106,0.911589256
SASH1,1.009026143
AMN1,1.013718698
PDIA4,1.059535919
NRG3,1.256621783
AGL,0.971359746
SDHAF1,0.993820932
WNT5A,1.01895472
FAM124A,0.982181655
C22orf40,0.997787212
MICAL3,0.967140841
AGAP3,1.005372458
KLRF1,0.932078293
CLEC1B,1.088466802
KDM3A,0.972475693
SLC25A14,0.996495891
SYNPO,1.021311332
JDP2,0.952940749
FAM153B,1.125371911
NAT8B,0.967421966
RNASET2,0.999008623
FAM69A,1.092975595
SRBD1,0.99681451
RG9MTD3,0.974213448
TTLL1,0.852286323
GPR108,0.936216097
C5orf58,0.921839372
METTL2A,0.980937828
ZNF253,0.978146747
RABAC1,1.006760742
CLIC2,1.042331117
CHCHD8,0.994852391
FAM65C,1.143303807
MFHAS1,0.956141034
NDNL2,1.026314987
RIMBP3C,1.062208603
ZNF879,0.985481379
SRCAP,1.17328182
CEP78,0.956434623
TMSL3,1.002847934
FCRLB,0.951750137
ESCO1,0.937005826
UHMK1,1.124415028
RPS27,1.009407187
C11orf84,1.034299956
BBC3,1.005008021
CYP2R1,0.97440179
C1QTNF2,0.998434664
NISCH,1.032336637
PCDHGB4,0.950900114
RBPMS,1.032263376
LGMN,0.993608183
MRPL3,0.97761175
SUN1,1.02708601
CSH2,1.12923344
ZFYVE19,0.915602016
SLITRK5,0.963497546
HSPB2,1.11547625
ZFAND1,0.932926364
POU2F2,1.032372368
MAN1C1,1.002964914
OR8B3,1.005203648
ARHGAP12,0.926180976
UBE2E2,1.060625164
OR10A4,0.974277051
HADH,0.937822535
GLYCTK,1.106693013
SNX8,1.032454976
ANKRD35,1.084088003
RBL2,0.902118593
GLYATL1,0.960205861
HS3ST3B1,1.182540672
CAMTA1,0.954871775
LOC100288797,1.145907011
MESP2,0.922758649
PAPOLG,0.932618687
GRIP2,1.164996617
CCL17,0.896810761
ZNF843,1.102800729
GFI1,1.03669513
TMEM39B,0.949465556
MRGPRF,1.148883805
UNC45A,1.053492756
C22orf26,1.00824756
RPL7L1,0.933818407
VMAC,1.010740801
UTP6,1.012535504
GADD45B,1.060927373
CD79B,1.222464042
APOC2,0.654164486
AK5,1.07377917
SLC44A3,0.868644721
INTS10,0.946586253
PIWIL4,0.861506578
ZBTB48,0.904640202
MPEG1,1.054680729
XBP1,0.922566223
RRP7A,0.913348509
HBB,1.106736851
COMMD4,0.98045934
SDAD1,0.944066353
VSIG10L,1.135016311
OR2T1,1.280018769
ERCC5,0.948084847
CYBB,1.157082708
DAK,1.028704727
KPNA1,0.900662801
CRYBG3,1.015393387
EHF,0.909152129
LCE3B,1.25389302
CD80,1.130117001
PAQR4,0.949897406
ARFGAP3,0.944033433
BCKDHA,1.052048988
ZNF14,1.004566036
MYL12A,1.061097141
COPS3,0.975610642
SOX21,1.040515844
SLC27A5,0.968949034
ANKMY1,0.988526213
MOSPD2,0.974747519
FAM171A1,0.761081278
CATSPER2,0.982403285
HEATR5A,0.940007129
LARP7,0.916826991
CDC42EP3,1.095659897
TAOK1,0.858459247
ELMO2,0.934015743
AFTPH,0.94703697
FLT3LG,1.048824486
NSUN7,0.797125668
PELI3,1.016666657
TMEM176A,1.005589163
ZNRD1,1.018201123
CYTH4,1.231748622
ERN2,1.042988327
VPS4B,0.961063289
GALNT12,0.886664532
COPB2,0.928552516
XIAP,0.98350942
ANKFY1,0.978235128
PPIF,0.933019031
TMEM99,1.00227774
NRGN,1.066096332
ZDHHC3,0.944492764
H2AFB1,0.959919997
SLC25A25,0.932206406
OTOP2,1.072882196
SUV420H1,0.946121981
CRBN,0.961975935
ACCN3,1.014029813
RASL12,0.996102406
CYP27A1,0.796410286
KRTAP19-2,0.899708969
GSTA5,0.552476791
PSMA4,1.02039373
CDON,1.092910132
CARD8,1.075312379
SFXN4,0.924620077
BLOC1S3,1.033916397
IRX3,0.963409606
USP25,0.94266625
ITGB1,0.985021884
CASP3,0.9833507
EFCAB1,0.966840631
EXOC3L2,0.97953012
UPF2,0.947924914
MED18,1.23713046
SCPEP1,0.994994034
NME3,0.995354248
TAF15,1.020884401
LCN2,0.833303336
RPN2,0.949091654
HRNBP3,0.99883604
STK35,0.985195906
UXT,0.98530742
DNASE1L1,0.988030913
RPS9,0.998625684
RNMT,0.96524609
DGKG,1.114753693
ITFG3,0.992991382
MFSD7,1.172333618
PHF19,1.013468604
SERTAD2,1.038569847
DRD4,0.934332669
NUDCD2,0.97632272
KIF1C,1.000129973
ARID2,0.920875241
AMH,1.037571023
IMMP1L,0.793094931
GLIPR1,1.012281688
TTLL11,1.187289821
ELAVL1,0.996537215
BCAT2,1.004775377
UGCG,0.968067016
SLC25A41,0.80383059
UCN,1.025723802
NTS,0.927291013
DLGAP4,1.086628793
RPL10A,0.995923485
ZNF280C,1.154455537
THSD1,1.100223472
FMNL2,0.907859039
SNX13,0.976316979
FZD8,1.048411431
KIAA1704,0.97675764
CCL21,1.101893405
ZFPM1,1.011071203
PTPN20A,0.981324476
PTPRG,1.018272759
C16orf61,1.007143623
NELL2,1.221734156
TPK1,0.933403944
DHCR24,0.971548682
PHLDA1,1.015945943
AMAC1L3,0.872518068
NPHP1,0.893380565
GBP3,0.94753495
PLOD2,0.928674317
CHRNA10,1.045040278
HMGB3,0.931697028
APOC1,0.851796023
CDR2L,1.012779572
SLC35D3,0.946586
KCNE4,1.006437096
AURKB,1.088843879
FAM48A,0.994869314
TRIM2,1.027918949
STT3B,0.926057775
UGT2A1,1.153354634
FAM60A,0.893187142
XPC,1.179976774
RAB3GAP2,0.954729981
TMEM143,1.029078104
IL18RAP,1.143974782
ZDHHC15,0.85587508
OR5H14,1.124971321
MPP5,1.03596832
CFTR,0.617937094
VAC14,0.836548234
C5orf30,0.897435197
DUSP28,0.990231643
TMEM19,0.955678129
CLRN3,1.032417058
REG3G,0.68841216
GTF2A2,1.004421331
ZNF507,0.836362614
PLAC8,1.009093165
SFRS12,0.865546266
HHLA3,0.938171029
MED30,0.975446202
ANP32E,1.029473172
FAM195B,0.982559612
DFNA5,1.05220979
RNF144A,1.075497798
TOLLIP,0.988348123
MKLN1,1.006283441
RDH14,0.989234407
SOHLH2,1.030001275
RALGPS2,1.030680876
TGFB1,0.935446153
KDSR,0.985233167
TMEM64,1.087600572
SOCS5,1.059124633
GRIA3,1.177060916
C6orf141,1.086267069
PARD3,0.932474054
BNIP1,0.934715194
ATRNL1,0.998329609
VPS4A,0.9697966
ALS2,0.948147378
VKORC1,1.023765728
SERF1B,0.957258287
KIAA1432,0.981548807
ACBD6,0.997878581
TNFSF11,0.981825629
NOTCH4,1.046267948
CKAP4,1.069675985
SLC16A13,1.087495648
C8orf55,0.992341313
F10,1.112273136
HNRNPCL1,1.096498945
IL2RA,1.244174114
HTRA2,0.957233093
KIAA0495,1.091946123
ANKRD20A2,0.762516758
RFESD,0.914959124
LGALS13,1.084737584
GRM7,1.082073715
C7orf23,0.977145487
MYO19,0.990036319
MYOC,1.465659185
BST2,1.074396918
ARL2,1.041432031
DDX1,0.98559002
REEP1,1.019285718
GNPTG,0.98292267
SLK,0.932737124
ATP11B,0.96309819
ANXA1,1.105015918
PKP4,0.96807575
ALAS1,1.082034426
UBLCP1,0.956215734
FOXP2,0.956652757
SPHKAP,1.010342759
RPS3,0.995235134
KCTD6,0.984709919
